mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	tempo_visible	slur	diminuendo_line	crescendo_hairpin	decrescendo_hairpin	crescendo_line	HairPin:2_poco cresc.	pedal	Pedal_<sym>keyboardPedalPed</sym>
63	94	184	184	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	505													
63	94	184	184	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	506						56							
63	94	739/4	739/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	507						56							
63	94	185	185	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	508						56							
63	94	186	186	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	509													
64	95	187	187	0.0	0	0	Spanner	3/4	1	1	0											1						
64	95	187	187	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	510						57	1						
64	95	751/4	751/4	0.0	3/16	3/16	Spanner	3/4	1	1	0										57							
64	95	751/4	751/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	511						57							
64	95	188	188	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	512						57							
64	95	189	189	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	513						57							
64	95	187	187	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	514						58							
64	95	751/4	751/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	515						58							
64	95	188	188	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	516						58							
64	95	189	189	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	517						58							
65	96	190	190	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	518						57							
65	96	763/4	763/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	519						57							
65	96	191	191	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	520						57							
65	96	192	192	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	521						57							
65	96	190	190	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	522						58							
65	96	763/4	763/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	523						58							
65	96	191	191	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	524						58							
65	96	192	192	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	525													
66	97	193	193	0.0	0	0	Spanner	3/4	1	1	0										57		6					
66	97	193	193	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	526						57		6					
66	97	195	195	0.0	1/2	1/2	Spanner	3/4	1	1	0										57							
66	97	195	195	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	527						57							
66	97	194	194	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	528													
66	97	193	193	0.0	0	0	Spanner	3/4	2	1	0																26	26
66	97	194	194	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	529						59						26	26
66	97	195	195	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	530						59						26	26
66	97	193	193	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	531												26	26
67	98	196	196	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	532						57							
67	98	787/4	787/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	533						57							
67	98	197	197	0.0	1/4	1/4	Spanner	3/4	1	1	0										57			6				
67	98	197	197	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	534						57			6				
67	98	198	198	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	535									6				
67	98	196	196	0.0	0	0	Spanner	3/4	2	1	0																	
67	98	196	196	0.0	0	0	Spanner	3/4	2	1	0																27	27
67	98	196	196	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	536												27	27
67	98	787/4	787/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	537						60						27	27
67	98	197	197	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	538						60						27	27
67	98	198	198	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
67	98	198	198	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	539													
68	99	199	199	0.0	0	0	Spanner	3/4	1	1	0																	
68	99	199	199	0.0	0	0	Spanner	3/4	1	1	0												7					
68	99	199	199	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	540						61		7					
68	99	201	201	0.0	1/2	1/2	Spanner	3/4	1	1	0										61							
68	99	201	201	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	541						61							
68	99	200	200	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	542													
68	99	199	199	0.0	0	0	Spanner	3/4	2	1	0																28	28
68	99	199	199	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	543						62						28	28
68	99	201	201	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	544												28	28
68	99	200	200	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	545												28	28
69	100	202	202	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	546						61							
69	100	811/4	811/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	547						61							
69	100	203	203	0.0	1/4	1/4	Spanner	3/4	1	1	0										61			7				
69	100	203	203	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	548						61			7				
69	100	204	204	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	549						61			7				
69	100	202	202	0.0	0	0	Spanner	3/4	2	1	0																	
69	100	202	202	0.0	0	0	Spanner	3/4	2	1	0																29	29
69	100	202	202	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	550						63						29	29
69	100	811/4	811/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	551						63						29	29
69	100	203	203	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	552						63						29	29
69	100	204	204	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
69	100	204	204	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	553													
70	101	205	205	0.0	0	0	Spanner	3/4	1	1	0										61							
70	101	205	205	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	554						61							
70	101	823/4	823/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	555						61							
70	101	206	206	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	556						61							
70	101	207	207	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	557						61							
70	101	205	205	0.0	0	0	Spanner	3/4	2	1	0																30	30
70	101	205	205	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	558												30	30
70	101	823/4	823/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	559						64						30	30
70	101	206	206	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	560						64						30	30
70	101	207	207	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
70	101	207	207	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	561													
71	102	208	208	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	562													
71	102	208	208	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	563													
71	102	835/4	835/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	564						65							
71	102	209	209	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	565						65							
71	102	210	210	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	566						65							
71	102	208	208	0.0	0	0	Spanner	3/4	2	1	0																31	31
71	102	208	208	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	567												31	31
71	102	208	208	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	568												31	31
71	102	835/4	835/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	569						66						31	31
71	102	209	209	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	570						66						31	31
71	102	210	210	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
71	102	210	210	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	571													
72	103	211	211	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	572						65							
72	103	847/4	847/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	573						65							
72	103	212	212	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	574						65							
72	103	213	213	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	575						65							
72	103	211	211	0.0	0	0	Spanner	3/4	2	1	0																32	32
72	103	211	211	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	576												32	32
72	103	847/4	847/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	577						67						32	32
72	103	212	212	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	578						67						32	32
72	103	213	213	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
72	103	213	213	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	579													
73	104	214	214	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	580						65							
73	104	859/4	859/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	581						65							
73	104	215	215	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	582						65							
73	104	216	216	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	583						65							
73	104	214	214	0.0	0	0	Spanner	3/4	2	1	0																33	33
73	104	214	214	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	584												33	33
73	104	859/4	859/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	585						68						33	33
73	104	215	215	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	586						68						33	33
73	104	216	216	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
73	104	216	216	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	587													
74	105	217	217	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	588						65							
74	105	219	219	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	589						65							
74	105	218	218	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	590													
74	105	217	217	0.0	0	0	Spanner	3/4	2	1	0																34	34
74	105	217	217	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	591						69						34	34
74	105	219	219	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	592						69						34	34
74	105	218	218	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	593												34	34
75	106	220	220	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	594						65							
75	106	883/4	883/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	595						65							
75	106	221	221	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	596						65							
75	106	222	222	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	597													
75	106	220	220	0.0	0	0	Spanner	3/4	2	1	0																	
75	106	220	220	0.0	0	0	Spanner	3/4	2	1	0																35	35
75	106	220	220	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	598												35	35
75	106	883/4	883/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	599												35	35
75	106	221	221	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	600												35	35
75	106	222	222	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
75	106	222	222	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	601													
76	107	223	223	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	602						70							
76	107	225	225	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	603						70							
76	107	224	224	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	604													
76	107	223	223	0.0	0	0	Spanner	3/4	2	1	0																36	36
76	107	223	223	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	605						71						36	36
76	107	225	225	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	606						71						36	36
76	107	224	224	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	607												36	36
77	108	226	226	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	608						70							
77	108	907/4	907/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	609						70							
77	108	227	227	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	610						70							
77	108	228	228	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	611						70							
77	108	226	226	0.0	0	0	Spanner	3/4	2	1	0																	
77	108	226	226	0.0	0	0	Spanner	3/4	2	1	0																37	37
77	108	226	226	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	612												37	37
77	108	907/4	907/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	613						72						37	37
77	108	227	227	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	614						72						37	37
77	108	228	228	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
77	108	228	228	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	615													
78	109	229	229	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	616						70							
78	109	919/4	919/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	617						70							
78	109	230	230	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	618						70							
78	109	231	231	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	619						70							
78	109	229	229	0.0	0	0	Spanner	3/4	2	1	0																38	38
78	109	229	229	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	620												38	38
78	109	919/4	919/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	621						73						38	38
78	109	230	230	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	622						73						38	38
78	109	231	231	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
78	109	231	231	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	623													
79	110	232	232	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	624						70							
79	110	931/4	931/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	625						70							
79	110	233	233	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	626						70							
79	110	234	234	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	627						70							
79	110	232	232	0.0	0	0	Spanner	3/4	2	1	0																39	39
79	110	232	232	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	628												39	39
79	110	232	232	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	629												39	39
79	110	931/4	931/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	630						74						39	39
79	110	233	233	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	631						74						39	39
79	110	234	234	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
79	110	234	234	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	632													
80	111	235	235	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	633						70							
80	111	943/4	943/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	634						70							
80	111	236	236	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	635						70							
80	111	237	237	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	636						70							
80	111	235	235	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	637						75							
80	111	943/4	943/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	638						75							
80	111	236	236	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	639						75							
80	111	237	237	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	640						75							
81	112	238	238	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	641						70							
81	112	955/4	955/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	642						70							
81	112	239	239	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	643						70							
81	112	240	240	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	644													
81	112	238	238	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	645						75							
81	112	955/4	955/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	646						75							
81	112	239	239	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	647						75							
81	112	240	240	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	648													
82	193	241	241	0.0	0	0	Dynamic	3/4	1	1	0					p												
82	193	241	241	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	649						76							
82	193	243	243	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	650						76							
82	193	241	241	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	651													
82	193	242	242	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	652													
83	194	244	244	0.0	0	0	Spanner	3/4	1	1	0										76		8					
83	194	244	244	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	653						76		8					
83	194	979/4	979/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	654						76		8					
83	194	245	245	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	655						76		8					
83	194	244	244	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	656													
83	194	979/4	979/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	657													
83	194	245	245	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	658													
84	195	247	247	0.0	0	0	Spanner	3/4	1	1	0										76							
84	195	247	247	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	659						76							
84	195	991/4	991/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	660						76							
84	195	248	248	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/16	1	661						76							
84	195	248	248	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/16	1	662						76							
84	195	248	248	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	663						76							
84	195	249	249	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	664						76							
84	195	247	247	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	665													
84	195	991/4	991/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	666													
84	195	248	248	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	667													
84	195	249	249	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	668													
85	196	250	250	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	669						76							
85	196	1003/4	1003/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	670						76							
85	196	251	251	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	671													
85	196	250	250	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	672													
85	196	251	251	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	673													
85	196	503/2	503/2	0.0	3/8	3/8	Chord	3/4	2	1	0	acciaccatura	1/8	1	674													
85	196	503/2	503/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	675						77							
85	196	252	252	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	676						77							
85	196	505/2	505/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	677													
86	197	253	253	0.0	0	0	Spanner	3/4	1	1	0														1	1		
86	197	253	253	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	678						78				1	1		
86	197	254	254	0.0	1/4	1/4	Spanner	3/4	1	1	0										78							
86	197	254	254	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	679						78							
86	197	511/2	511/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	680						78							
86	197	253	253	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	681													
86	197	254	254	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	682													
86	197	511/2	511/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	683													
87	198	256	256	0.0	0	0	Spanner	3/4	1	1	0										78		9					
87	198	256	256	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	684						78		9					
87	198	1027/4	1027/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	685						78		9					
87	198	257	257	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	686						78		9					
87	198	256	256	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	687													
87	198	1027/4	1027/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	688													
87	198	257	257	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	689													
88	199	259	259	0.0	0	0	Spanner	3/4	1	1	0										78							
88	199	259	259	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	690						78							
88	199	1039/4	1039/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	691						78							
88	199	260	260	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/16	1	692						78							
88	199	260	260	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/16	1	693						78							
88	199	260	260	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	694						78							
88	199	261	261	0.0	1/2	1/2	Spanner	3/4	1	1	0										78			8				
88	199	261	261	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	695						78			8				
88	199	259	259	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	696													
88	199	1039/4	1039/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	697													
88	199	260	260	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	698													
88	199	261	261	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	699													
89	200	262	262	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	700						78			8				
89	200	1051/4	1051/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	701						78			8				
89	200	263	263	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	702						78			8				
89	200	264	264	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	703						78			8				
89	200	1059/4	1059/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	704						78			8				
89	200	262	262	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	705													
89	200	263	263	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	706													
89	200	264	264	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	707													
89	200	1059/4	1059/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	708													
90	201	265	265	0.0	0	0	Spanner	3/4	1	1	0										78							
90	201	265	265	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	709						78							
90	201	266	266	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	710						78							
90	201	535/2	535/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	711						78							
90	201	265	265	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	712													
90	201	267	267	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	713													
91	202	268	268	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	714						78							
91	202	1075/4	1075/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	715						78							
91	202	269	269	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	716						78							
91	202	268	268	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	717													
91	202	1075/4	1075/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	718													
91	202	269	269	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	719													
92	203	271	271	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	720						78							
92	203	1087/4	1087/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	721						78							
92	203	272	272	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/16	1	722						78							
92	203	272	272	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/16	1	723						78							
92	203	272	272	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	724						78							
92	203	273	273	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	725						78							
92	203	271	271	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	726													
92	203	1087/4	1087/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	727													
92	203	272	272	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	728													
92	203	273	273	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	729													
93	204	274	274	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	730						78							
93	204	1099/4	1099/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	731						78							
93	204	275	275	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	732													
93	204	274	274	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	733													
93	204	275	275	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	734													
93	204	551/2	551/2	0.0	3/8	3/8	Chord	3/4	2	1	0	acciaccatura	1/8	1	735													
93	204	551/2	551/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	736						79							
93	204	276	276	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	737						79							
93	204	553/2	553/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	738													
94	205	277	277	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	739						80							
94	205	278	278	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	740						80							
94	205	559/2	559/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	741						80							
94	205	277	277	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	742													
94	205	278	278	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	743													
94	205	559/2	559/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	744													
95	206	280	280	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	745						80							
95	206	1123/4	1123/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	746						80							
95	206	281	281	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	747						80							
95	206	280	280	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	748													
95	206	1123/4	1123/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	749													
95	206	281	281	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	750													
96	207	283	283	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	751						80							
96	207	1135/4	1135/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	752						80							
96	207	284	284	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/16	1	753						80							
96	207	284	284	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/16	1	754						80							
96	207	284	284	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	755						80							
96	207	285	285	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	756						80							
96	207	283	283	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	757													
96	207	1135/4	1135/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	758													
