mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
30	29	87	87	0.0	5/8	5/8	Dynamic	3/4	1	1	0					p								
30	29	87	87	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	221					29				
30	29	169/2	169/2	0.0	0	0	Spanner	3/4	2	1	0													
30	29	169/2	169/2	0.0	0	0	Spanner	3/4	2	1	0												20	20
30	29	169/2	169/2	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	222								20	20
30	29	341/4	341/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	223								20	20
30	29	171/2	171/2	0.0	1/4	1/4	Spanner	3/4	2	1	0													
30	29	171/2	171/2	0.0	1/4	1/4	Spanner	3/4	2	1	0												21	21
30	29	171/2	171/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	224								21	21
31	30	175/2	175/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	225									
31	30	353/4	353/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	226					30				
31	30	177/2	177/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	227					30				
31	30	179/2	179/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	228					30				
31	30	175/2	175/2	0.0	0	0	Spanner	3/4	2	1	0													
31	30	175/2	175/2	0.0	0	0	Spanner	3/4	2	1	0												22	22
31	30	175/2	175/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	229								22	22
31	30	177/2	177/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	230								22	22
31	30	179/2	179/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	231								22	22
32	31	181/2	181/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	232									
32	31	365/4	365/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	233					31				
32	31	183/2	183/2	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	234					31				
32	31	183/2	183/2	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	235					31				
32	31	183/2	183/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	236					31				
32	31	185/2	185/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	237					31				
32	31	93	93	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	238					31				
32	31	181/2	181/2	0.0	0	0	Spanner	3/4	2	1	0													
32	31	181/2	181/2	0.0	0	0	Spanner	3/4	2	1	0												23	23
32	31	181/2	181/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	239								23	23
32	31	183/2	183/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	240								23	23
32	31	185/2	185/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	241								23	23
33	32	187/2	187/2	0.0	0	0	Spanner	3/4	1	1	0											3		
33	32	187/2	187/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	242							3		
33	32	377/4	377/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	243					32		3		
33	32	189/2	189/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	244					32		3		
33	32	191/2	191/2	0.0	1/2	1/2	Spanner	3/4	1	1	0										4			
33	32	191/2	191/2	0.0	1/2	1/2	Spanner	3/4	1	1	0										4			
33	32	191/2	191/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	245						4			
33	32	187/2	187/2	0.0	0	0	Spanner	3/4	2	1	0												24	24
33	32	187/2	187/2	0.0	0	0	Spanner	3/4	2	1	0												24	24
33	32	187/2	187/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	246								24	24
33	32	189/2	189/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	247								24	24
33	32	191/2	191/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	248								24	24
34	33	193/2	193/2	0.0	0	0	Dynamic	3/4	1	1	0					ff								
34	33	193/2	193/2	0.0	0	0	Spanner	3/4	1	1	0													
34	33	193/2	193/2	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	249					33				
34	33	389/4	389/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	250					33				
34	33	195/2	195/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	251									
34	33	99	99	0.0	5/8	5/8	Dynamic	3/4	1	1	0					p								
34	33	99	99	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	252					34				
34	33	193/2	193/2	0.0	0	0	Spanner	3/4	2	1	0													
34	33	193/2	193/2	0.0	0	0	Spanner	3/4	2	1	0												25	25
34	33	193/2	193/2	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	253								25	25
34	33	389/4	389/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	254								25	25
34	33	195/2	195/2	0.0	1/4	1/4	Spanner	3/4	2	1	0													
34	33	195/2	195/2	0.0	1/4	1/4	Spanner	3/4	2	1	0												26	26
34	33	195/2	195/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	255								26	26
35	34	199/2	199/2	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	256					34				
35	34	401/4	401/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	257					34				
35	34	201/2	201/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	258					34				
35	34	203/2	203/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	259					34				
35	34	199/2	199/2	0.0	0	0	Spanner	3/4	2	1	0													
35	34	199/2	199/2	0.0	0	0	Spanner	3/4	2	1	0												27	27
35	34	199/2	199/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	260								27	27
35	34	201/2	201/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	261								27	27
35	34	203/2	203/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	262								27	27
36	35	205/2	205/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	263									
36	35	413/4	413/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	264					35				
36	35	207/2	207/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	265		ornamentShortTrill			35				
36	35	209/2	209/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	266					35				
36	35	105	105	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	267									
36	35	205/2	205/2	0.0	0	0	Spanner	3/4	2	1	0													
36	35	205/2	205/2	0.0	0	0	Spanner	3/4	2	1	0												28	28
36	35	205/2	205/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	268								28	28
36	35	207/2	207/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	269								28	28
37	36	425/4	425/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	270									
37	36	213/2	213/2	0.0	1/4	1/4	SystemText	3/4	1	1	0								rit.					
37	36	213/2	213/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	271		articStaccatoAbove			36				
37	36	107	107	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	272		articStaccatoAbove			36				
37	36	215/2	215/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	273		articStaccatoAbove			36				
37	36	108	108	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	274		articStaccatoAbove							
37	36	211/2	211/2	0.0	0	0	Chord	3/4	1	2	0	acciaccatura	1/8	1	275									
37	36	211/2	211/2	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	276									
37	36	213/2	213/2	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	277									
37	36	211/2	211/2	0.0	0	0	Spanner	3/4	2	1	0													
37	36	211/2	211/2	0.0	0	0	Spanner	3/4	2	1	0												29	29
37	36	211/2	211/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	278					37			29	29
37	36	213/2	213/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	279								29	29
37	36	215/2	215/2	0.0	1/2	1/2	Spanner	3/4	2	1	0													
38	37	217/2	217/2	0.0	0	0	Dynamic	3/4	1	1	0					f								
38	37	217/2	217/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	280		articStaccatoAbove							
38	37	219/2	219/2	0.0	1/4	1/4	SystemText	3/4	1	1	0								a tempo					
38	37	219/2	219/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	281					38				
38	37	221/2	221/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	282					38				
38	37	111	111	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	283					38				
38	37	217/2	217/2	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	284									
38	37	217/2	217/2	0.0	0	0	Spanner	3/4	2	1	0												30	30
38	37	217/2	217/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	285								30	30
38	37	219/2	219/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	286		articAccentAbove						30	30
38	37	221/2	221/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	287								30	30
39	38	223/2	223/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	288									
39	38	449/4	449/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	289					39				
39	38	225/2	225/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	290					39				
39	38	227/2	227/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	291					39				
39	38	223/2	223/2	0.0	0	0	Spanner	3/4	2	1	0													
39	38	223/2	223/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	292									
39	38	225/2	225/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	293									
39	38	227/2	227/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	294		articAccentAbove							
40	39	229/2	229/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	295									
40	39	461/4	461/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	296					40				
40	39	231/2	231/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	297		ornamentShortTrill			40				
40	39	233/2	233/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	298					40				
40	39	117	117	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	299					40				
40	39	229/2	229/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	300									
40	39	231/2	231/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	301		articAccentAbove							
40	39	233/2	233/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	302									
41	40	235/2	235/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	303									
41	40	473/4	473/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	304					41				
41	40	237/2	237/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	305					41				
41	40	239/2	239/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	306					41				
41	40	235/2	235/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	307									
41	40	237/2	237/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	308									
41	40	239/2	239/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	309									
42	41	241/2	241/2	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	310					41				
42	41	241/2	241/2	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	311		articAccentAbove			41				
42	41	485/4	485/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	312					41				
42	41	243/2	243/2	0.0	1/4	1/4	StaffText	3/4	1	1	0							♮		41				
42	41	243/2	243/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	313		ornamentShortTrill			41				
42	41	245/2	245/2	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	314					41				
42	41	493/4	493/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	315					41				
42	41	241/2	241/2	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	316		articAccentAbove							
42	41	243/2	243/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	317									
42	41	245/2	245/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	318									
43	42	247/2	247/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	319									
43	42	497/4	497/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	320					42				
43	42	249/2	249/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	321									
43	42	251/2	251/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	322					43				
43	42	126	126	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	323					43				
43	42	247/2	247/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	324									
43	42	249/2	249/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	325									
43	42	251/2	251/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	326									
44	43	253/2	253/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	327		ornamentShortTrill			43				
44	43	127	127	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	328					43				
44	43	255/2	255/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	329					43				
44	43	128	128	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	330					43				
44	43	257/2	257/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	331					43				
44	43	129	129	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	332					43				
44	43	253/2	253/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	333									
44	43	255/2	255/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	334									
44	43	257/2	257/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	335									
45	44	259/2	259/2	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	336					43				
45	44	521/4	521/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	337					43				
45	44	261/2	261/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	338									
45	44	132	132	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	339					44				
45	44	259/2	259/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	340					45				
45	44	261/2	261/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	341									
46	45	265/2	265/2	0.0	0	0	SystemText	3/4	1	1	0								Trio	44				
46	45	265/2	265/2	0.0	0	0	StaffText	3/4	1	1	0							dolce.		44				
46	45	265/2	265/2	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	342					44				
46	45	533/4	533/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	343					44				
46	45	267/2	267/2	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	344					44				
46	45	135	135	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	345					44				
46	45	265/2	265/2	0.0	0	0	Spanner	3/4	2	1	0												31	31
46	45	265/2	265/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	346								31	31
46	45	267/2	267/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	347								31	31
46	45	269/2	269/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	348								31	31
47	46	271/2	271/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	349									
47	46	545/4	545/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	350					46				
47	46	273/2	273/2	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	351									
47	46	271/2	271/2	0.0	0	0	Spanner	3/4	2	1	0													
47	46	271/2	271/2	0.0	0	0	Spanner	3/4	2	1	0												32	32
47	46	271/2	271/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	352								32	32
47	46	273/2	273/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	353		articAccentAbove						32	32
47	46	275/2	275/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	354								32	32
48	47	277/2	277/2	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	355					47				
48	47	557/4	557/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	356					47				
48	47	279/2	279/2	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	357					47				
48	47	141	141	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	358					47				
48	47	277/2	277/2	0.0	0	0	Spanner	3/4	2	1	0													
48	47	277/2	277/2	0.0	0	0	Spanner	3/4	2	1	0												33	33
48	47	277/2	277/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	359								33	33
48	47	279/2	279/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	360								33	33
48	47	281/2	281/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	361								33	33
49	48	283/2	283/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	362									
49	48	569/4	569/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	363					48				
49	48	285/2	285/2	0.0	1/4	1/4	Dynamic	3/4	1	1	0					f								
49	48	285/2	285/2	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	364									
49	48	144	144	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	365					49				
49	48	283/2	283/2	0.0	0	0	Spanner	3/4	2	1	0													
49	48	283/2	283/2	0.0	0	0	Spanner	3/4	2	1	0												34	34
49	48	283/2	283/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	366					50			34	34
49	48	285/2	285/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	367								34	34
49	48	287/2	287/2	0.0	1/2	1/2	Spanner	3/4	2	1	0													
50	49	289/2	289/2	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	368					49				
50	49	581/4	581/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	369					49				
50	49	291/2	291/2	0.0	1/4	1/4	StaffText	3/4	1	1	0							decresc.		49				
50	49	291/2	291/2	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	370					49				
50	49	147	147	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	371									
50	49	289/2	289/2	0.0	0	0	Spanner	3/4	2	1	0												35	35
50	49	289/2	289/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	372								35	35
50	49	291/2	291/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	373								35	35
50	49	293/2	293/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	374								35	35
51	50	295/2	295/2	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	375					51				
51	50	593/4	593/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	376					51				
51	50	297/2	297/2	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	377					51				
51	50	150	150	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	378									
51	50	295/2	295/2	0.0	0	0	Spanner	3/4	2	1	0													
51	50	295/2	295/2	0.0	0	0	Spanner	3/4	2	1	0												36	36
51	50	295/2	295/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	379								36	36
51	50	297/2	297/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	380								36	36
51	50	299/2	299/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	381								36	36
52	51	301/2	301/2	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	382		articAccentAbove			52				
52	51	152	152	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	383					52				
52	51	305/2	305/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	384					52				
52	51	153	153	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	385					52				
52	51	301/2	301/2	0.0	0	0	Spanner	3/4	2	1	0													
52	51	301/2	301/2	0.0	0	0	Spanner	3/4	2	1	0												37	37
52	51	301/2	301/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	386								37	37
52	51	303/2	303/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	387								37	37
52	51	305/2	305/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	388								37	37
53	52	307/2	307/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	389									
53	52	617/4	617/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	390					53				
53	52	309/2	309/2	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	391									
53	52	307/2	307/2	0.0	0	0	Spanner	3/4	2	1	0												38	38
53	52	307/2	307/2	0.0	0	0	Spanner	3/4	2	1	0												38	38
53	52	307/2	307/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	392								38	38
53	52	309/2	309/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	393								38	38
53	52	311/2	311/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	394								38	38
54	53	313/2	313/2	0.0	0	0	Dynamic	3/4	1	1	0					p								
54	53	313/2	313/2	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	395					54				
54	53	629/4	629/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	396					54				
54	53	315/2	315/2	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	397					54				
54	53	159	159	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	398					54				
54	53	313/2	313/2	0.0	0	0	Spanner	3/4	2	1	0													
54	53	313/2	313/2	0.0	0	0	Spanner	3/4	2	1	0												39	39
54	53	313/2	313/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	399								39	39
54	53	315/2	315/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	400								39	39
54	53	317/2	317/2	0.0	1/2	1/2	Spanner	3/4	2	1	0													
54	53	317/2	317/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	401									
54	53	313/2	313/2	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	402									
55	54	319/2	319/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	403									
55	54	641/4	641/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	404					55				
55	54	321/2	321/2	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	405		articAccentBelow							
55	54	319/2	319/2	0.0	0	0	Spanner	3/4	2	1	0												40	40
55	54	319/2	319/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	406								40	40
55	54	321/2	321/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	407								40	40
55	54	323/2	323/2	0.0	1/2	1/2	Spanner	3/4	2	1	0													
55	54	323/2	323/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	408									
55	54	319/2	319/2	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	409									
56	55	325/2	325/2	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	410					56				
56	55	325/2	325/2	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	411					56				
56	55	325/2	325/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	412					56				
56	55	163	163	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	413					56				
56	55	327/2	327/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	414					56				
56	55	164	164	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	415					56				
56	55	329/2	329/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	416					56				
56	55	165	165	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	417					56				
56	55	325/2	325/2	0.0	0	0	Spanner	3/4	2	1	0												41	41
56	55	325/2	325/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	418								41	41
56	55	327/2	327/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	419								41	41
56	55	329/2	329/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	420								41	41
56	55	325/2	325/2	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	421								41	41
57	56	331/2	331/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	422									
57	56	665/4	665/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	423					57				
57	56	333/2	333/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	424									
57	56	331/2	331/2	0.0	0	0	Spanner	3/4	2	1	0													
57	56	331/2	331/2	0.0	0	0	Spanner	3/4	2	1	0												42	42
57	56	331/2	331/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	425					58			42	42
57	56	333/2	333/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	426		articAccentAbove						42	42
57	56	335/2	335/2	0.0	1/2	1/2	Spanner	3/4	2	1	0													
58	57	337/2	337/2	0.0	0	0	Spanner	3/4	1	1	0										5			
58	57	337/2	337/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	427						5			
58	57	339/2	339/2	0.0	1/4	1/4	StaffText	3/4	1	1	0							♮						
58	57	339/2	339/2	0.0	1/4	1/4	Spanner	3/4	1	1	0													
58	57	339/2	339/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	428		ornamentTrill			59				
58	57	170	170	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	429					59				
58	57	341/2	341/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	430					59				
58	57	171	171	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	431					59				
58	57	337/2	337/2	0.0	0	0	Spanner	3/4	2	1	0												43	43
58	57	337/2	337/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	432								43	43
58	57	339/2	339/2	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	433								43	43
59	58	343/2	343/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	434									
59	58	689/4	689/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	435					60				
59	58	345/2	345/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	436									
59	58	693/4	693/4	0.0	7/16	7/16	StaffText	3/4	1	1	0							cresc.						
59	58	693/4	693/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	437		articStaccatoAbove							
59	58	347/2	347/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	438		articStaccatoAbove							
59	58	174	174	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	439		articStaccatoAbove							
59	58	343/2	343/2	0.0	0	0	Spanner	3/4	2	1	0													
59	58	343/2	343/2	0.0	0	0	Spanner	3/4	2	1	0												44	44
59	58	343/2	343/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	440								44	44
