mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_line	crescendo_hairpin	diminuendo_line	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
82	81	242	242	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	723													
82	81	243	243	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	724													
83	82	244	244	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	725							70						
83	82	733/3	733/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	726							70						
83	82	734/3	734/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	727							70						
83	82	245	245	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	728							70						
83	82	491/2	491/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	729							70						
83	82	246	246	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	730							70						
83	82	493/2	493/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	731							70						
83	82	244	244	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	732													
83	82	245	245	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	733													
83	82	246	246	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	734													
83	82	244	244	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	735													
83	82	245	245	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	736													
83	82	246	246	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	737													
84	83	247	247	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	738							70						
84	83	495/2	495/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	739							70						
84	83	248	248	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	740							70						
84	83	497/2	497/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	741							70						
84	83	249	249	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	742							70						
84	83	499/2	499/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	743							70						
84	83	247	247	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	744													
84	83	248	248	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	745													
84	83	249	249	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	746													
84	83	247	247	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	747													
84	83	248	248	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	748													
84	83	249	249	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	749													
85	84	250	250	0.0	0	0	Spanner	3/4	1	1	0											70		13				
85	84	250	250	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	750							70		13				
85	84	751/3	751/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	751							70		13				
85	84	752/3	752/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	752							70		13				
85	84	251	251	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	753							70		13				
85	84	503/2	503/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	754							70		13				
85	84	252	252	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	755							70		13				
85	84	505/2	505/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	756							70		13				
85	84	250	250	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	757									13				
85	84	251	251	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	758									13				
85	84	252	252	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	759									13				
85	84	250	250	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	760													
85	84	251	251	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	761													
85	84	252	252	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	762													
86	85	253	253	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	763							70		13				
86	85	507/2	507/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	764							70		13				
86	85	254	254	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	765							70		13				
86	85	509/2	509/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	766							70		13				
86	85	255	255	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	767							70		13				
86	85	511/2	511/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	768							70		13				
86	85	253	253	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	769									13				
86	85	254	254	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	770									13				
86	85	255	255	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	771									13				
86	85	253	253	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	772													
86	85	254	254	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	773													
86	85	255	255	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	774													
87	86	256	256	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	775							70		13				
87	86	513/2	513/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	776							70		13				
87	86	257	257	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	777							70		13				
87	86	515/2	515/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	778							70		13				
87	86	258	258	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	779							70		13				
87	86	517/2	517/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	780							70		13				
87	86	256	256	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	781									13				
87	86	257	257	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	782									13				
87	86	258	258	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	783									13				
87	86	256	256	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	784													
87	86	257	257	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	785													
87	86	258	258	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	786													
88	87	259	259	0.0	0	0	Spanner	3/4	1	1	0											70						
88	87	259	259	0.0	0	0	Spanner	3/4	1	1	0											70				12		
88	87	259	259	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	787							70				12		
88	87	519/2	519/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	788							70				12		
88	87	260	260	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	789							70				12		
88	87	521/2	521/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	790							70				12		
88	87	261	261	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	791							70				12		
88	87	523/2	523/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	792							70				12		
88	87	259	259	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	793											12		
88	87	260	260	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	794											12		
88	87	261	261	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	795											12		
88	87	259	259	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	796													
88	87	260	260	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	797													
88	87	261	261	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	798													
89	88	262	262	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	799							70				12		
89	88	525/2	525/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	800							70				12		
89	88	263	263	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	801							70				12		
89	88	527/2	527/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	802							70				12		
89	88	264	264	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	803							70				12		
89	88	529/2	529/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	804							70				12		
89	88	262	262	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	805											12		
89	88	263	263	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	806											12		
89	88	264	264	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	807											12		
89	88	262	262	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	808													
89	88	263	263	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	809													
89	88	264	264	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	810													
90	89	265	265	0.0	0	0	Spanner	3/4	1	1	0																	
90	89	265	265	0.0	0	0	Spanner	3/4	1	1	0															13		
90	89	265	265	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	811							71				13		
90	89	265	265	0.0	0	0	StaffText	3/4	2	1	0							<i>ten.</i>										
90	89	265	265	0.0	0	0	Spanner	3/4	2	1	0																51	51
90	89	265	265	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	812							72					51	51
90	89	533/2	533/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	813							72					51	51
90	89	267	267	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	814							72					51	51
90	89	535/2	535/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	815							72					51	51
91	90	268	268	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	816							71				13		
91	90	268	268	0.0	0	0	Spanner	3/4	2	1	0											72						
91	90	268	268	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	817							72						
91	90	805/3	805/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	818							72						
91	90	806/3	806/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	819							72						
91	90	269	269	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	820													
91	90	270	270	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	821		articStaccatoAbove											
92	91	271	271	0.0	0	0	Spanner	3/4	1	1	0											71						
92	91	271	271	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	822							71						
92	91	271	271	0.0	0	0	StaffText	3/4	2	1	0							<i>ten.</i>										
92	91	271	271	0.0	0	0	Spanner	3/4	2	1	0																52	52
92	91	271	271	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	823												52	52
92	91	545/2	545/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	824							73					52	52
92	91	273	273	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	825							73					52	52
92	91	547/2	547/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	826							73					52	52
93	92	274	274	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	827							71						
93	92	274	274	0.0	0	0	Spanner	3/4	2	1	0											73						
93	92	274	274	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	828							73						
93	92	823/3	823/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	829							73						
93	92	824/3	824/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	830							73						
93	92	275	275	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	831													
93	92	276	276	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	832		articStaccatoAbove											
94	93	277	277	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	833							71						
94	93	277	277	0.0	0	0	StaffText	3/4	2	1	0							<i>ten.</i>										
94	93	277	277	0.0	0	0	Spanner	3/4	2	1	0																53	53
94	93	277	277	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	834							74					53	53
94	93	557/2	557/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	835							74					53	53
94	93	279	279	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	836							74					53	53
94	93	559/2	559/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	837							74					53	53
95	94	280	280	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	838							71						
95	94	280	280	0.0	0	0	Spanner	3/4	2	1	0											74						
95	94	280	280	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	839							74						
95	94	841/3	841/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	840							74						
95	94	842/3	842/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	841							74						
95	94	281	281	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	842													
95	94	282	282	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	843		articStaccatoAbove											
96	95	283	283	0.0	0	0	Spanner	3/4	1	1	0											71			1			
96	95	283	283	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	844							71			1			
96	95	283	283	0.0	0	0	StaffText	3/4	2	1	0							<i>ten.</i>										
96	95	283	283	0.0	0	0	Spanner	3/4	2	1	0																54	54
96	95	283	283	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	845							75					54	54
96	95	569/2	569/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	846							75					54	54
96	95	285	285	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	847							75					54	54
96	95	571/2	571/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	848							75					54	54
97	96	286	286	0.0	0	0	Spanner	3/4	1	1	0											71						
97	96	286	286	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	849							71						
97	96	286	286	0.0	0	0	Spanner	3/4	2	1	0											75						
97	96	286	286	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	850							75						
97	96	859/3	859/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	851							75						
97	96	860/3	860/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	852							75						
97	96	287	287	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	853							75						
97	96	288	288	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	854							75						
97	96	287	287	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	855													
98	97	289	289	0.0	0	0	Spanner	3/4	1	1	0													14				
98	97	289	289	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	856							76		14				
98	97	581/2	581/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	857							76		14				
98	97	291	291	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	858							76		14				
98	97	583/2	583/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	859							76		14				
98	97	289	289	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	860													
99	98	292	292	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	861							76		14				
99	98	877/3	877/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	862							76		14				
99	98	878/3	878/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	863							76		14				
99	98	293	293	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	864							76		14				
99	98	294	294	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	865							76		14				
100	99	295	295	0.0	0	0	Spanner	3/4	1	1	0											76						
100	99	295	295	0.0	0	0	Spanner	3/4	1	1	0											76	1					
100	99	295	295	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	866							76	1					
100	99	886/3	886/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	867							76	1					
100	99	887/3	887/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	868							76	1					
100	99	296	296	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	869							76	1					
100	99	297	297	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	870							76	1					
100	99	295	295	0.0	0	0	Spanner	3/4	2	1	0													15				
100	99	295	295	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	871							77		15				
100	99	593/2	593/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	872							77		15				
100	99	297	297	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	873							77		15				
100	99	595/2	595/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	874							77		15				
101	100	298	298	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	875							76	1					
101	100	895/3	895/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	876							76	1					
101	100	896/3	896/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	877							76	1					
101	100	299	299	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	878							76	1					
101	100	300	300	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	879							76	1					
101	100	298	298	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	880							77		15				
101	100	895/3	895/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	881							77		15				
101	100	896/3	896/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	882							77		15				
101	100	299	299	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	883							77		15				
101	100	300	300	0.0	1/2	1/2	Spanner	3/4	2	1	0											77						
101	100	300	300	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	884							77						
102	101	301	301	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	885							76	1					
102	101	904/3	904/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	886							76	1					
102	101	905/3	905/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	887							76	1					
102	101	302	302	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	888								1					
102	101	303	303	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	889		articAccentAbove					78	1					
102	101	301	301	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	890							77						
102	101	904/3	904/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	891							77						
102	101	905/3	905/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	892							77						
102	101	302	302	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	893							77						
102	101	303	303	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	894							77						
103	102	304	304	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	895							78	1					
103	102	913/3	913/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	896							78	1					
103	102	914/3	914/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	897							78	1					
103	102	305	305	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	898								1					
103	102	306	306	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	899		articAccentAbove					79	1					
103	102	304	304	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	900							77						
103	102	913/3	913/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	901							77						
103	102	914/3	914/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	902							77						
103	102	305	305	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	903							77						
103	102	306	306	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	904							77						
104	103	307	307	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	905							79	1					
104	103	922/3	922/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	906							79	1					
104	103	923/3	923/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	907							79	1					
104	103	308	308	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	908							79	1					
104	103	617/2	617/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	909								1					
104	103	309	309	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	910								1					
104	103	617/2	617/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	911		articAccentAbove						1					
104	103	619/2	619/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	912		articAccentAbove					80	1					
104	103	308	308	0.0	1/4	1/4	Spanner	3/4	2	1	0																55	55
104	103	308	308	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	913												55	55
104	103	309	309	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	914												55	55
104	103	307	307	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	915												55	55
105	104	310	310	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	916								1					
105	104	623/2	623/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	917								1					
105	104	312	312	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	918								1					
105	104	625/2	625/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	919								1					
105	104	310	310	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	920							80	1					
105	104	621/2	621/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	921		ornamentShortTrill					80	1					
105	104	311	311	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	922							80	1					
105	104	623/2	623/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	923							80	1					
105	104	312	312	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	924							80	1					
105	104	625/2	625/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	925							80	1					
105	104	310	310	0.0	0	0	Spanner	3/4	2	1	0																	
105	104	310	310	0.0	0	0	Spanner	3/4	2	1	0																56	56
105	104	310	310	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	926												56	56
105	104	311	311	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	927												56	56
105	104	312	312	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
105	104	312	312	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	928													
106	105	313	313	0.0	0	0	Dynamic	3/4	1	1	0					f												
106	105	313	313	0.0	0	0	Spanner	3/4	1	1	0																	
106	105	313	313	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	929													
106	105	314	314	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	930													
106	105	629/2	629/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	931													
106	105	315	315	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	932													
106	105	631/2	631/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	933													
106	105	313	313	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	934							80						
106	105	313	313	0.0	0	0	Spanner	3/4	2	1	0																57	57
106	105	313	313	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	935												57	57
106	105	314	314	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	936												57	57
106	105	315	315	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	937												57	57
107	106	316	316	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	938													
107	106	949/3	949/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	939													
107	106	950/3	950/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	940													
107	106	317	317	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	941													
107	106	318	318	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	942		articAccentAbove					81						
107	106	316	316	0.0	0	0	Spanner	3/4	2	1	0																	
107	106	316	316	0.0	0	0	Spanner	3/4	2	1	0																58	58
107	106	316	316	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	943												58	58
107	106	317	317	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	944												58	58
107	106	318	318	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	945		articAccentAbove										58	58
108	107	319	319	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	946							81						
108	107	958/3	958/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	947							81						
108	107	959/3	959/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	948							81						
108	107	320	320	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	949													
108	107	321	321	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	950							82						
108	107	319	319	0.0	0	0	Spanner	3/4	2	1	0																59	59
108	107	319	319	0.0	0	0	Spanner	3/4	2	1	0																59	59
108	107	319	319	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	951												59	59
108	107	320	320	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	952												59	59
108	107	321	321	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	953												59	59
109	108	322	322	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	954							82						
109	108	967/3	967/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	955							82						
109	108	968/3	968/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	956							82						
109	108	323	323	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	957													
109	108	324	324	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	958		articAccentBelow					83						
109	108	322	322	0.0	0	0	Spanner	3/4	2	1	0																	
109	108	322	322	0.0	0	0	Spanner	3/4	2	1	0																60	60
109	108	322	322	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	959												60	60
109	108	323	323	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	960												60	60
109	108	324	324	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	961												60	60
110	109	325	325	0.0	0	0	Spanner	3/4	1	1	0											83			2			
110	109	325	325	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	962							83			2			
110	109	653/2	653/2	0.0	3/8	3/8	Spanner	3/4	1	1	0											83						
110	109	653/2	653/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	963							83						
110	109	327	327	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	964							83						
110	109	655/2	655/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	965							83						
110	109	325	325	0.0	0	0	Spanner	3/4	2	1	0																	
110	109	326	326	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	966							84						
110	109	327	327	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	967													
110	109	325	325	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	968													
111	110	328	328	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	969							83						
111	110	985/3	985/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	970							83						
