mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	diminuendo_line	crescendo_line	HairPin:2_poco riten.	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
30	29	86	86	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	255							18				3			
30	29	347/4	347/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	256							18				3			
30	29	87	87	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	257							18				3			
30	29	351/4	351/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	258							18				3			
30	29	85	85	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	259							17							
30	29	86	86	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	260							17							
30	29	87	87	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	261							17							
31	30	88	88	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	262							18				3			
31	30	89	89	0.0	1/4	1/4	Spanner	3/4	1	1	0											18							
31	30	89	89	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	263							18							
31	30	359/4	359/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	264							18							
31	30	90	90	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	265							18							
31	30	363/4	363/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	266							18							
31	30	88	88	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	267							17							
31	30	89	89	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	268							17							
31	30	90	90	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	269							17							
32	31	91	91	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	270							18							
32	31	92	92	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	271							18							
32	31	371/4	371/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	272							18							
32	31	93	93	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	273							18							
32	31	375/4	375/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	274							18							
32	31	91	91	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	275							17							
32	31	92	92	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	276							17							
32	31	93	93	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	277							17							
33	32	94	94	0.0	0	0	Spanner	3/4	1	1	0											18	0						
33	32	94	94	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	278							18	0						
33	32	95	95	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	279							18	0						
33	32	383/4	383/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	280							18	0						
33	32	96	96	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	281							18	0						
33	32	387/4	387/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	282							18	0						
33	32	94	94	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	283							17							
33	32	95	95	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	284							17							
33	32	96	96	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	285							17							
34	33	97	97	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	286							18	0						
34	33	98	98	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	287							18	0						
34	33	395/4	395/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	288							18	0						
34	33	99	99	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	289							18	0						
34	33	399/4	399/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	290							18	0						
34	33	97	97	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	291														
35	34	100	100	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	292							18	0						
35	34	101	101	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	293							18	0						
35	34	407/4	407/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	294							18	0						
35	34	102	102	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	295							18	0						
35	34	411/4	411/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	296							18	0						
35	34	100	100	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	297								0						
35	34	100	100	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	298														
36	35	103	103	0.0	0	0	Spanner	3/4	1	1	0											18							
36	35	103	103	0.0	0	0	Spanner	3/4	1	1	0											18		0	0				
36	35	103	103	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	299							18		0	0				
36	35	104	104	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	300							18		0	0				
36	35	419/4	419/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	301							18		0	0				
36	35	105	105	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	302							18		0	0				
36	35	423/4	423/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	303							18		0	0				
36	35	103	103	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	304									0	0				
36	35	103	103	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	305														
37	36	106	106	0.0	0	0	Spanner	3/4	1	1	0											18							
37	36	106	106	0.0	0	0	Spanner	3/4	1	1	0											18				4			
37	36	106	106	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	306							18				4			
37	36	108	108	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	307											4			
38	37	109	109	0.0	0	0	Dynamic	3/4	1	1	0					p										4			
38	37	109	109	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	308							19				4			
38	37	219/2	219/2	0.0	1/8	1/8	Spanner	3/4	1	1	0											19							
38	37	219/2	219/2	0.0	1/8	1/8	Chord	3/4	1	1	0	acciaccatura	1/8	1	309							19							
38	37	219/2	219/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	310							19							
38	37	110	110	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	311							19							
38	37	221/2	221/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	312							19							
38	37	111	111	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	313							19							
38	37	223/2	223/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	314							19							
38	37	110	110	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	315														
38	37	111	111	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	316														
38	37	110	110	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	317														
38	37	111	111	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	318														
39	38	112	112	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	319							19							
39	38	112	112	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	320							19							
39	38	225/2	225/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	321							19							
39	38	113	113	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	322														
39	38	113	113	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	323		articStaccatoBelow												
39	38	114	114	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	324		articStaccatoBelow												
39	38	113	113	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	325		articStaccatoAbove												
39	38	114	114	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	326		articStaccatoAbove												
40	39	115	115	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	327							20							
40	39	231/2	231/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	328							20							
40	39	116	116	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	329							20							
40	39	116	116	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	330							20							
40	39	117	117	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	331							20							
40	39	235/2	235/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	332							20							
40	39	116	116	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	333		articStaccatoBelow												
40	39	117	117	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	334		articStaccatoBelow												
40	39	116	116	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	335		articStaccatoAbove												
40	39	117	117	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	336		articStaccatoAbove												
41	40	118	118	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	337							20							
41	40	237/2	237/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	338							20							
41	40	119	119	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	339														
41	40	119	119	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	340		articStaccatoBelow												
41	40	120	120	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	341		articStaccatoBelow												
41	40	119	119	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	342		articStaccatoAbove												
41	40	120	120	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	343		articStaccatoAbove												
42	41	121	121	0.0	0	0	Dynamic	3/4	1	1	0					f													
42	41	121	121	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	344							21							
42	41	243/2	243/2	0.0	1/8	1/8	Chord	3/4	1	1	0	acciaccatura	1/8	1	345							21							
42	41	243/2	243/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	346							21							
42	41	122	122	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	347							21							
42	41	245/2	245/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	348							21							
42	41	123	123	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	349							21							
42	41	247/2	247/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	350							21							
42	41	122	122	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	351														
42	41	123	123	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	352														
42	41	122	122	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	353														
42	41	123	123	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	354														
43	42	124	124	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	355							21							
43	42	124	124	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	356							21							
43	42	249/2	249/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	357							21							
43	42	125	125	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	358														
43	42	125	125	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	359														
43	42	126	126	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	360														
43	42	125	125	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	361														
43	42	125	125	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	362							22							
43	42	126	126	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	363							22							
44	43	127	127	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	364							23							
44	43	255/2	255/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	365							23							
44	43	128	128	0.0	1/4	1/4	Spanner	3/4	1	1	0											23				5			
44	43	128	128	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	366							23				5			
44	43	128	128	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	367							23				5			
44	43	129	129	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	368							23				5			
44	43	259/2	259/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	369							23				5			
44	43	127	127	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	370											5			
44	43	128	128	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	371											5			
44	43	129	129	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	372											5			
44	43	127	127	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	373														
44	43	128	128	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	374														
44	43	129	129	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	375														
45	44	130	130	0.0	0	0	Spanner	3/4	1	1	0																		
45	44	130	130	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	376														
45	44	131	131	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	377							24							
45	44	132	132	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	378							24							
45	44	265/2	265/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	379														
45	44	131	131	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	380														
45	44	132	132	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	381														
46	45	133	133	0.0	0	0	Dynamic	3/4	1	1	0					p													
46	45	133	133	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	382							25							
46	45	267/2	267/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	383		ornamentShortTrill					25							
46	45	134	134	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	384							25							
46	45	269/2	269/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	385							25							
46	45	135	135	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	386							25							
46	45	271/2	271/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	387							25							
46	45	133	133	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	388														
46	45	134	134	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	389														
46	45	135	135	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	390														
46	45	134	134	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	391		articStaccatoAbove												
46	45	135	135	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	392		articStaccatoAbove												
47	46	136	136	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	393							25							
47	46	136	136	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	394							25							
47	46	273/2	273/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	395							25							
47	46	137	137	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	396														
47	46	137	137	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	397		articStaccatoBelow												
47	46	138	138	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	398		articStaccatoBelow												
47	46	137	137	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	399		articStaccatoAbove												
47	46	138	138	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	400		articStaccatoAbove												
48	47	139	139	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	401							26							
48	47	279/2	279/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	402							26							
48	47	140	140	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	403							26							
48	47	140	140	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	404							26							
48	47	141	141	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	405							26							
48	47	283/2	283/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	406							26							
48	47	140	140	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	407														
48	47	141	141	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	408														
48	47	140	140	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	409														
48	47	141	141	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	410														
49	48	142	142	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	411							26							
49	48	285/2	285/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	412							26							
49	48	143	143	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	413														
49	48	143	143	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	414		articStaccatoAbove												
49	48	144	144	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	415		articStaccatoAbove												
49	48	143	143	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	416														
49	48	144	144	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	417														
50	49	145	145	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	418							27							
50	49	291/2	291/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	419							27							
50	49	146	146	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	420							27							
50	49	146	146	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	421							27							
50	49	147	147	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	422							27							
50	49	295/2	295/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	423							27							
50	49	146	146	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	424														
50	49	147	147	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	425														
50	49	146	146	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	426														
50	49	147	147	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	427														
51	50	148	148	0.0	0	0	Spanner	3/4	1	1	0											27	1						
51	50	148	148	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	428							27	1						
51	50	297/2	297/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	429							27	1						
51	50	149	149	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	430							27	1						
51	50	149	149	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	431							27	1						
51	50	150	150	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	432							27	1						
51	50	301/2	301/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	433							27	1						
51	50	149	149	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	434		articStaccatoBelow						1						
51	50	150	150	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	435		articStaccatoBelow						1						
51	50	149	149	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	436														
51	50	150	150	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	437														
52	51	151	151	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	438							27	1						
52	51	303/2	303/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	439							27	1						
52	51	152	152	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	440							27	1						
52	51	152	152	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	441							27	1						
52	51	153	153	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	442							27	1						
52	51	307/2	307/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	443							27	1						
52	51	151	151	0.0	0	0	Spanner	3/4	2	1	0																	7	7
52	51	151	151	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	444													7	7
52	51	152	152	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	445													7	7
52	51	153	153	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	446													7	7
53	52	154	154	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	447							27	1						
53	52	309/2	309/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	448							27	1						
53	52	155	155	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	449								1						
53	52	154	154	0.0	0	0	Spanner	3/4	2	1	0																		
53	52	154	154	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	450														
53	52	155	155	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	451														
53	52	156	156	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	452														
54	53	157	157	0.0	0	0	Spanner	3/4	1	1	0																		
54	53	157	157	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	453														
54	53	157	157	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	454							28							
54	53	315/2	315/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	455							28							
54	53	158	158	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	456														
54	53	157	157	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	457							29							
54	53	315/2	315/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	458							29							
54	53	158	158	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	459														
