mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	diminuendo_line	crescendo_line	crescendo_hairpin	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
60	60	178	178	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	503							22						
60	60	715/4	715/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	504							22						
60	60	179	179	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	505		articAccentAbove											
60	60	177	177	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	506													
60	60	179	179	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	507													
60	60	177	177	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	508													
60	60	178	178	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	509													
60	60	177	177	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	510													
60	60	178	178	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	511													
60	60	179	179	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	512													
61	61	180	180	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	513							23						
61	61	723/4	723/4	0.0	3/16	3/16	Spanner	3/4	1	1	0											23		3				
61	61	723/4	723/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	514							23		3				
61	61	181	181	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	515							23		3				
61	61	727/4	727/4	0.0	7/16	7/16	Spanner	3/4	1	1	0											23						
61	61	727/4	727/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	516							23						
61	61	182	182	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	517							23						
61	61	731/4	731/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	518							23						
61	61	180	180	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	519													
61	61	181	181	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	520													
61	61	182	182	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	521													
61	61	180	180	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	522													
61	61	181	181	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	523													
61	61	182	182	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	524													
61	61	180	180	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	525													
61	61	181	181	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	526													
62	62	183	183	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	527							23						
62	62	735/4	735/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	528							23						
62	62	184	184	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	529							23						
62	62	739/4	739/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	530							23						
62	62	185	185	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	531							23						
62	62	743/4	743/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	532							23						
62	62	183	183	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	533													
62	62	184	184	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	534													
62	62	183	183	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	535													
62	62	184	184	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	536													
62	62	185	185	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	537													
62	62	183	183	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	538													
63	63	186	186	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	539							23						
63	63	747/4	747/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	540							23						
63	63	187	187	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	541							23						
63	63	751/4	751/4	0.0	7/16	7/16	StaffText	3/4	1	1	0							riten.				23						
63	63	751/4	751/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	542							23						
63	63	188	188	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	543							23						
63	63	755/4	755/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	544							23						
63	63	186	186	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	545													
63	63	187	187	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	546													
63	63	186	186	0.0	0	0	Spanner	3/4	2	1	0																36	36
63	63	186	186	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	547												36	36
63	63	187	187	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	548												36	36
64	64	189	189	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	549							23						
64	64	759/4	759/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	550							23						
64	64	190	190	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	551							23						
64	64	763/4	763/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	552							23						
64	64	191	191	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	553							23						
64	64	767/4	767/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	554													
64	64	189	189	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	555													
64	64	189	189	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	556												36	36
65	65	192	192	0.0	0	0	Dynamic	3/4	1	1	0					pp												
65	65	192	192	0.0	0	0	StaffText	3/4	1	1	0							a tempo										
65	65	192	192	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	557							24						
65	65	192	192	0.0	0	0	Spanner	3/4	2	1	0																	
65	65	192	192	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	558													
65	65	385/2	385/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	559													
65	65	193	193	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	560													
65	65	194	194	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	561													
65	65	192	192	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	562													
66	66	195	195	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	563		articStaccatoAbove					24						
66	66	391/2	391/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	564							24						
66	66	196	196	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	565							24						
66	66	197	197	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	566							24						
66	66	195	195	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	567													
66	66	195	195	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	568													
67	67	198	198	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	569							24						
67	67	397/2	397/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	570							24						
67	67	199	199	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	571							24						
67	67	200	200	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	572							24						
67	67	198	198	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	573													
67	67	198	198	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	574													
68	68	201	201	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	575							24						
68	68	203	203	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	576							24						
68	68	201	201	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	577													
68	68	403/2	403/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	578													
68	68	202	202	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	579													
68	68	203	203	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	580													
68	68	201	201	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	581													
68	68	203	203	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	582													
69	69	204	204	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	583							24						
69	69	204	204	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	584							25						
69	69	409/2	409/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	585							25						
69	69	205	205	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	586							25						
69	69	206	206	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	587							25						
69	69	204	204	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	588													
70	70	207	207	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	589							24						
70	70	209	209	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	590							24						
70	70	207	207	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	591							25						
70	70	415/2	415/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	592							25						
70	70	208	208	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	593							25						
70	70	209	209	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	594													
70	70	207	207	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	595													
71	71	210	210	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	596							24						
71	71	210	210	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	597							24						
71	71	210	210	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	598							26						
71	71	421/2	421/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	599							26						
71	71	211	211	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	600							26						
71	71	212	212	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	601							26						
72	72	213	213	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	602							24						
72	72	213	213	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	603							26						
72	72	427/2	427/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	604							26						
72	72	214	214	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	605							26						
72	72	215	215	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	606							26						
73	73	216	216	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	607													
73	73	433/2	433/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	608							27						
73	73	217	217	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	609							27						
73	73	218	218	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	610							27						
73	73	216	216	0.0	0	0	Spanner	3/4	2	1	0																37	37
73	73	216	216	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	611												37	37
73	73	218	218	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	612												37	37
74	74	219	219	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	613							27						
74	74	439/2	439/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	614							27						
74	74	220	220	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	615							27						
74	74	221	221	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	616							27						
74	74	219	219	0.0	0	0	Spanner	3/4	2	1	0																	
74	74	219	219	0.0	0	0	Spanner	3/4	2	1	0																38	38
74	74	220	220	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	617												38	38
74	74	221	221	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	618												38	38
74	74	219	219	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	619												38	38
74	74	221	221	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	620												38	38
75	75	222	222	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	621							27						
75	75	445/2	445/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	622							27						
75	75	223	223	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	623							27						
75	75	224	224	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	624							27						
75	75	224	224	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	625							27						
75	75	224	224	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	626							27						
75	75	222	222	0.0	0	0	Spanner	3/4	2	1	0																	
75	75	222	222	0.0	0	0	Spanner	3/4	2	1	0																39	39
75	75	222	222	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	627												39	39
75	75	224	224	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	628												39	39
76	76	225	225	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	629							27						
76	76	451/2	451/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	630							27						
76	76	226	226	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	631							27						
76	76	227	227	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	632													
76	76	225	225	0.0	0	0	Spanner	3/4	2	1	0																	
76	76	225	225	0.0	0	0	Spanner	3/4	2	1	0																40	40
76	76	226	226	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	633												40	40
76	76	227	227	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	634												40	40
76	76	225	225	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	635												40	40
76	76	227	227	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	636												40	40
77	77	228	228	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	637							28						
77	77	457/2	457/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	638							28						
77	77	229	229	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	639							28						
77	77	230	230	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	640							28						
77	77	228	228	0.0	0	0	Spanner	3/4	2	1	0																	
77	77	228	228	0.0	0	0	Spanner	3/4	2	1	0																41	41
77	77	228	228	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	641												41	41
77	77	229	229	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	642												41	41
77	77	230	230	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	643												41	41
78	78	231	231	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	644							28						
78	78	463/2	463/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	645							28						
78	78	232	232	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	646							28						
78	78	233	233	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	647							28						
78	78	231	231	0.0	0	0	Spanner	3/4	2	1	0																	
78	78	231	231	0.0	0	0	Spanner	3/4	2	1	0																42	42
78	78	232	232	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	648												42	42
78	78	233	233	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	649												42	42
78	78	231	231	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	650												42	42
78	78	233	233	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	651												42	42
79	79	234	234	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	652							28						
79	79	469/2	469/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	653							28						
79	79	235	235	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	654							28						
79	79	236	236	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	655							28						
79	79	236	236	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	656							28						
79	79	236	236	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	657							28						
79	79	234	234	0.0	0	0	Spanner	3/4	2	1	0																	
79	79	234	234	0.0	0	0	Spanner	3/4	2	1	0																43	43
79	79	234	234	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	658												43	43
79	79	236	236	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	659												43	43
80	80	237	237	0.0	0	0	Spanner	3/4	1	1	0											28			4			
80	80	237	237	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	660							28			4			
80	80	477/2	477/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	661							28			4			
80	80	239	239	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	662							28			4			
80	80	479/2	479/2	0.0	5/8	5/8	Spanner	3/4	1	1	0													4	4			
80	80	479/2	479/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	663									4	4			
80	80	239	239	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	664									4	4			
80	80	237	237	0.0	0	0	Spanner	3/4	2	1	0																	
80	80	237	237	0.0	0	0	Spanner	3/4	2	1	0																44	44
80	80	238	238	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	665												44	44
80	80	237	237	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	666												44	44
81	81	240	240	0.0	0	0	Spanner	3/4	1	1	0																	
81	81	240	240	0.0	0	0	Spanner	3/4	1	1	0																	
81	81	240	240	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	667													
81	81	963/4	963/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	668							29						
81	81	241	241	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	669							29						
81	81	242	242	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	670							29						
81	81	240	240	0.0	0	0	Spanner	3/4	2	1	0																	
81	81	240	240	0.0	0	0	Spanner	3/4	2	1	0																45	45
81	81	240	240	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	671												45	45
81	81	241	241	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	672												45	45
81	81	242	242	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	673												45	45
82	82	243	243	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	674							29						
82	82	487/2	487/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	675							29						
82	82	244	244	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	676							29						
82	82	245	245	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	677							29						
82	82	243	243	0.0	0	0	Spanner	3/4	2	1	0																	
82	82	243	243	0.0	0	0	Spanner	3/4	2	1	0																46	46
82	82	244	244	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	678												46	46
82	82	245	245	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	679												46	46
82	82	243	243	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	680												46	46
83	83	246	246	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	681							29						
83	83	493/2	493/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	682							29						
83	83	247	247	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	683							29						
83	83	495/2	495/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	684							29						
83	83	248	248	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	685							29						
83	83	497/2	497/2	0.0	5/8	5/8	Chord	3/4	1	1	0	acciaccatura	1/8	1	686							29						
83	83	497/2	497/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	687							29						
83	83	246	246	0.0	0	0	Spanner	3/4	2	1	0																	
83	83	246	246	0.0	0	0	Spanner	3/4	2	1	0																47	47
83	83	246	246	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	688												47	47
83	83	247	247	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	689												47	47
83	83	248	248	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	690												47	47
84	84	249	249	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	691							29						
84	84	499/2	499/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	692							29						
84	84	250	250	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	693							29						
84	84	251	251	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	694							29						
84	84	249	249	0.0	0	0	Spanner	3/4	2	1	0																	
84	84	249	249	0.0	0	0	Spanner	3/4	2	1	0																48	48
84	84	250	250	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	695												48	48
84	84	251	251	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	696												48	48
84	84	249	249	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	697												48	48
85	85	252	252	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	698													
85	85	1011/4	1011/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	699							30						
85	85	253	253	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	700							30						
85	85	254	254	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	701							30						
85	85	252	252	0.0	0	0	Spanner	3/4	2	1	0																	
85	85	252	252	0.0	0	0	Spanner	3/4	2	1	0																49	49
85	85	252	252	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	702												49	49
85	85	253	253	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	703												49	49
85	85	254	254	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	704												49	49
86	86	255	255	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	705							30						
86	86	511/2	511/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	706							30						
86	86	256	256	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	707							30						
86	86	257	257	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	708							30						
86	86	255	255	0.0	0	0	Spanner	3/4	2	1	0																	
86	86	255	255	0.0	0	0	Spanner	3/4	2	1	0																50	50
86	86	256	256	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	709												50	50
86	86	257	257	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	710												50	50
86	86	255	255	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	711												50	50
87	87	258	258	0.0	0	0	Spanner	3/4	1	1	0											30			5			
87	87	258	258	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	712							30			5			
87	87	517/2	517/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	713							30			5			
87	87	259	259	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	714							30			5			
87	87	519/2	519/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	715							30			5			
87	87	260	260	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	716							30			5			
87	87	521/2	521/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	717							30			5			
87	87	258	258	0.0	0	0	Spanner	3/4	2	1	0																	
87	87	258	258	0.0	0	0	Spanner	3/4	2	1	0																51	51
87	87	258	258	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	718		articStaccatoBelow										51	51
87	87	259	259	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	719												51	51
88	88	261	261	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	720							30			5			
88	88	523/2	523/2	0.0	1/8	1/8	Chord	3/4	1	1	0	grace16	1/16	1	721							30			5			
88	88	523/2	523/2	0.0	1/8	1/8	Chord	3/4	1	1	0	grace16	1/16	1	722							30			5			
88	88	523/2	523/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	723							30			5			
88	88	262	262	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	724							30			5			
88	88	525/2	525/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	725							30			5			
88	88	263	263	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	726							30			5			
88	88	527/2	527/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	727							30			5			
88	88	261	261	0.0	0	0	Spanner	3/4	2	1	0																	
89	89	264	264	0.0	0	0	Dynamic	3/4	1	1	0					f						30						
89	89	264	264	0.0	0	0	Spanner	3/4	1	1	0											30						
89	89	264	264	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	728							30						
89	89	531/2	531/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	729							30						
89	89	266	266	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	730							30						
89	89	533/2	533/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	731							30						
89	89	264	264	0.0	0	0	Spanner	3/4	2	1	0																52	52
89	89	264	264	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	732												52	52
89	89	265	265	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	733												52	52
89	89	266	266	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	734												52	52
90	90	267	267	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	735							30						
90	90	535/2	535/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	736							30						
90	90	268	268	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	737							30						
90	90	537/2	537/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	738							30						
90	90	269	269	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	739							30						
90	90	539/2	539/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	740							30						
90	90	267	267	0.0	0	0	Spanner	3/4	2	1	0																	
90	90	267	267	0.0	0	0	Spanner	3/4	2	1	0																53	53
90	90	267	267	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	741												53	53
90	90	268	268	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	742												53	53
90	90	269	269	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	743												53	53
91	91	270	270	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	744							30						
91	91	541/2	541/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	745							30						
91	91	271	271	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	746							30						
91	91	543/2	543/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	747							30						
91	91	272	272	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	748							30						
91	91	545/2	545/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	749							30						
91	91	270	270	0.0	0	0	Spanner	3/4	2	1	0																	
91	91	270	270	0.0	0	0	Spanner	3/4	2	1	0																54	54
91	91	270	270	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	750												54	54
91	91	271	271	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	751												54	54
91	91	272	272	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	752												54	54
92	92	273	273	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	753													
92	92	273	273	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	754													
92	92	273	273	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	755													
92	92	1095/4	1095/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	756							31						
92	92	274	274	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	757		articStaccatoAbove											
92	92	275	275	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	758													
92	92	273	273	0.0	0	0	Spanner	3/4	2	1	0																	
