mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	decrescendo_hairpin	crescendo_hairpin
29	28	82	82	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	230									19			
29	28	247/3	247/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	231									19			
29	28	248/3	248/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	232												
29	28	83	83	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	233												
29	28	84	84	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	234									20			
29	28	169/2	169/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	235									20			
29	28	82	82	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	236												
29	28	83	83	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	237												
29	28	84	84	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	238												
29	28	82	82	0.3333333333333333	0	0	Chord	3/4	2	2	1/12		1/8	2/3	239									21			
29	28	247/3	247/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	2	1/12		1/8	2/3	240									21			
29	28	248/3	248/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	2	1/12		1/8	2/3	241												
29	28	83	83	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	242												
29	28	82	82	1.0	0	0	Chord	3/4	2	3	1/4		1/4	1	243												
30	29	85	85	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	244									20			
30	29	256/3	256/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	245									20			
30	29	257/3	257/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	246									20			
30	29	86	86	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	247												
30	29	87	87	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	248									22			
30	29	175/2	175/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	249									22			
30	29	85	85	0.0	0	0	Dynamic	3/4	1	2	0					p											
30	29	85	85	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	250												
30	29	86	86	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	251												
30	29	87	87	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	252												
30	29	85	85	0.0	0	0	StaffText	3/4	2	1	0							e legg.									
30	29	85	85	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	253												
30	29	86	86	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	254												
30	29	87	87	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	255												
31	30	88	88	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	256									22			
31	30	265/3	265/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	257									22			
31	30	266/3	266/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	258									22			
31	30	89	89	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	259												
31	30	90	90	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	260									23			
31	30	181/2	181/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	261									23			
31	30	88	88	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	262												
31	30	89	89	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	263												
31	30	90	90	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	264												
31	30	88	88	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	265												
31	30	89	89	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	266												
31	30	90	90	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	267												
32	31	91	91	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	268									23			
32	31	274/3	274/3	0.0	1/12	1/12	Spanner	3/4	1	1	0													23			2
32	31	274/3	274/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	269									23			2
32	31	275/3	275/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	270									23			2
32	31	92	92	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	271												2
32	31	93	93	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	272									24			2
32	31	187/2	187/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	273									24			2
32	31	91	91	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	274												2
32	31	92	92	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	275												2
32	31	93	93	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	276												2
32	31	91	91	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	277												
32	31	92	92	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	278												
32	31	93	93	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	279												
33	32	94	94	0.0	0	0	Spanner	3/4	1	1	0																
33	32	94	94	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	280												
33	32	95	95	0.0	1/4	1/4	Dynamic	3/4	1	1	0					p											
33	32	95	95	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	281		articStaccatoAbove										
33	32	96	96	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	282		articStaccatoAbove										
33	32	94	94	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	283												
33	32	95	95	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	284		articStaccatoBelow										
33	32	96	96	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	285		articStaccatoBelow										
34	33	97	97	0.0	0	0	StaffText	3/4	1	1	0							sotto voce									
34	33	97	97	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	286									25			
34	33	195/2	195/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	287									25			
34	33	98	98	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	288									25			
34	33	99	99	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	289									25			
35	34	100	100	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	290									25			
35	34	101	101	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	291									25			
35	34	205/2	205/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	292												
36	35	103	103	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	293									26			
36	35	207/2	207/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	294									26			
36	35	104	104	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	295									26			
36	35	105	105	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	296									26			
37	36	106	106	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	297									26			
37	36	319/3	319/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	298									26			
37	36	320/3	320/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	299									26			
37	36	107	107	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	300									26			
37	36	108	108	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	301												
38	37	109	109	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	302									27			
38	37	219/2	219/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	303									27			
38	37	110	110	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	304									27			
38	37	111	111	0.0	1/2	1/2	StaffText	3/4	1	1	0							poco cresc.						27			
38	37	111	111	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	305									27			
39	38	112	112	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	306									27			
39	38	225/2	225/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	307									27			
39	38	113	113	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	308									27			
39	38	114	114	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	309									27			
39	38	229/2	229/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	310									27			
40	39	115	115	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	311									27			
40	39	231/2	231/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	312									27			
40	39	116	116	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	313									27			
40	39	235/2	235/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	314									27			
41	40	118	118	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	315									27			
41	40	237/2	237/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	316									27			
41	40	119	119	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	317									27			
41	40	239/2	239/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	318									27			
41	40	120	120	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	319									27			
41	40	241/2	241/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	320												
42	41	121	121	0.0	0	0	Dynamic	3/4	1	1	0					mf											
42	41	121	121	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	321									28			
42	41	243/2	243/2	0.0	1/8	1/8	Chord	3/4	1	1	0	acciaccatura	1/8	1	322									28			
42	41	243/2	243/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	323									28			
42	41	122	122	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	324									28			
42	41	123	123	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	325												
42	41	121	121	0.0	0	0	StaffText	3/4	2	1	0							Ped. come sopra									
42	41	121	121	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	326												
42	41	122	122	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	327												
42	41	123	123	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	328												
43	42	124	124	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	329												
43	42	251/2	251/2	0.0	3/8	3/8	Spanner	3/4	1	1	0																3
43	42	251/2	251/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	330									29			3
43	42	126	126	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	331									29			3
43	42	253/2	253/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	332									29			3
43	42	124	124	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	333												
43	42	125	125	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	334												
43	42	126	126	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	335												
44	43	127	127	0.0	0	0	Spanner	3/4	1	1	0																
44	43	127	127	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	336									30			
44	43	255/2	255/2	0.0	1/8	1/8	Chord	3/4	1	1	0	acciaccatura	1/8	1	337									30			
44	43	255/2	255/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	338									30			
44	43	128	128	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	339									30			
44	43	129	129	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	340												
44	43	127	127	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	341												
44	43	128	128	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	342												
44	43	129	129	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	343												
45	44	130	130	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	344												
45	44	132	132	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	345												
45	44	265/2	265/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	346												
45	44	130	130	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	347												
45	44	131	131	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	348												
45	44	132	132	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	349												
46	45	133	133	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	350									31			
46	45	267/2	267/2	0.0	1/8	1/8	Chord	3/4	1	1	0	acciaccatura	1/8	1	351									31			
46	45	267/2	267/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	352									31			
46	45	134	134	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	353									31			
46	45	135	135	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	354												
46	45	134	134	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	355												
46	45	135	135	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	356												
47	46	136	136	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	357												
47	46	136	136	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	358									32			
47	46	273/2	273/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	359									32			
47	46	137	137	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	360												
47	46	138	138	0.0	1/2	1/2	Dynamic	3/4	1	1	0					fz											
47	46	138	138	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	361												
47	46	136	136	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	362												
47	46	137	137	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	363												
47	46	138	138	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	364												
48	47	139	139	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	365												
48	47	279/2	279/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	366												
48	47	140	140	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	367												
48	47	141	141	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	368												
48	47	139	139	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	369												
48	47	140	140	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	370												
48	47	141	141	0.0	1/2	1/2	Dynamic	3/4	1	2	0					sf											
48	47	141	141	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	371												
48	47	139	139	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	372												
48	47	140	140	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	373												
48	47	141	141	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	374												
49	48	142	142	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	375												
49	48	285/2	285/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	376												
49	48	143	143	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	377												
49	48	144	144	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	378												
49	48	142	142	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	379												
49	48	143	143	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	380												
49	48	144	144	0.0	1/2	1/2	Dynamic	3/4	1	2	0					sf											
49	48	144	144	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	381												
49	48	142	142	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	382												
49	48	143	143	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	383												
49	48	144	144	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	384												
50	49	145	145	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	385									33			
50	49	291/2	291/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	386									33			
50	49	146	146	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	387									33			
50	49	147	147	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	388												
50	49	145	145	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	389												
50	49	145	145	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	390												
50	49	146	146	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	391												
50	49	147	147	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	392												
51	50	148	148	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	393												
51	50	299/2	299/2	0.0	3/8	3/8	Spanner	3/4	1	1	0																4
51	50	299/2	299/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	394									34			4
51	50	150	150	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	395									34			4
51	50	301/2	301/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	396									34			4
51	50	148	148	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	397												
51	50	149	149	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	398												
51	50	150	150	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	399												
52	51	151	151	0.0	0	0	Spanner	3/4	1	1	0																
52	51	151	151	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	400									35			
52	51	303/2	303/2	0.0	1/8	1/8	Chord	3/4	1	1	0	acciaccatura	1/8	1	401									35			
52	51	303/2	303/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	402									35			
52	51	152	152	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	403									35			
52	51	153	153	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	404												
52	51	151	151	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	405												
52	51	152	152	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	406												
52	51	153	153	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	407												
53	52	154	154	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	408												
53	52	156	156	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	409												
53	52	313/2	313/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	410												
53	52	154	154	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	411												
53	52	155	155	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	412												
53	52	156	156	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	413												
54	53	157	157	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	414									36			
54	53	315/2	315/2	0.0	1/8	1/8	Chord	3/4	1	1	0	acciaccatura	1/8	1	415									36			
54	53	315/2	315/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	416									36			
54	53	158	158	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	417									36			
54	53	159	159	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	418												
54	53	158	158	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	419												
54	53	159	159	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	420												
55	54	160	160	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	421												
55	54	161	161	0.0	1/4	1/4	Dynamic	3/4	1	1	0					f											
55	54	161	161	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	422									37			
55	54	323/2	323/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	423									37			
55	54	162	162	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	424									37			
55	54	325/2	325/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	425												
55	54	160	160	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	426												
55	54	161	161	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	427												
55	54	162	162	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	428												
56	55	163	163	0.0	0	0	Spanner	3/4	1	1	0															3	
56	55	163	163	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	429									38		3	
56	55	327/2	327/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	430									38		3	
56	55	164	164	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	431									38		3	
56	55	329/2	329/2	0.0	3/8	3/8	Chord	3/4	1	1	0	acciaccatura	1/8	1	432									38		3	
56	55	329/2	329/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	433									38		3	
56	55	165	165	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	434									38		3	
56	55	331/2	331/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	435											3	
56	55	164	164	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	436												
56	55	165	165	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	437												
56	55	163	163	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	438												
57	56	166	166	0.0	0	0	Spanner	3/4	1	1	0																
57	56	166	166	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	439									39			
57	56	333/2	333/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	440									39			
57	56	167	167	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	441												
57	56	167	167	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	442												
57	56	166	166	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	443									40			
