mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
57	55	164	167	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	495									69						
57	55	165	168	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	496									69						
57	55	331/2	337/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	497									69						
58	56	166	169	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	498									68						
58	56	333/2	339/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	499									68						
58	56	167	170	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	500															
58	56	166	169	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	501									69						
58	56	333/2	339/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	502									69						
58	56	167	170	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	503															
59	57	169	172	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	504									70						
59	57	170	173	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	505															
59	57	171	174	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	506									71						
59	57	169	172	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	507		articAccentAbove													
59	57	170	173	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	508															
59	57	171	174	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	509															
60	58	172	175	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	510									71						
60	58	345/2	351/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	511									71						
60	58	173	176	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	512															
60	58	174	177	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	513									72						
60	58	172	175	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	514															
60	58	173	176	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	515															
60	58	174	177	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	516															
61	59	175	178	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	517									72						
61	59	176	179	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	518															
61	59	177	180	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	519									73						
61	59	175	178	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	520															
61	59	176	179	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	521															
61	59	177	180	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	522															
62	60		181	0.5	1	0	0	Chord	3/4	1	1	1/8		1/8	1	523		articAccentAbove							74						
62	60		363/2	0.5	1	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	524									74						
62	60		182	2.0	1	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	525															
62	60		181	1.0	1	0	0	Chord	3/4	1	2	1/4		1/4	1	526															
62	60		182	2.0	1	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	527															
62	60		181	1.0	1	0	0	Chord	3/4	2	1	1/4		1/4	1	528															
62	60		182	2.0	1	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	529															
63	60	178	184	0.5	2	0	0	Chord	3/4	1	1	1/8		1/8	1	530		articAccentAbove							75						
63	60	357/2	369/2	0.5	2	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	531									75						
63	60	179	185	1.0	2	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	532															
63	60	180	186	0.0	2	1/2	1/2	Dynamic	3/4	1	1	0					f														
63	60	180	186	0.0	2	1/2	1/2	StaffText	3/4	1	1	0							con anima												
63	60	180	186	1.0	2	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	533		articAccentBelow													
63	60	178	184	1.0	2	0	0	Chord	3/4	1	2	1/4		1/4	1	534															
63	60	179	185	1.0	2	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	535															
63	60	178	184	1.0	2	0	0	Chord	3/4	2	1	1/4		1/4	1	536															
63	60	179	185	1.0	2	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	537															
64	61	181	187	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	538									76						
64	61	544/3	562/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	539									76						
64	61	545/3	563/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	540															
64	61	182	188	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	541									77						
64	61	365/2	377/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	542									77						
64	61	183	189	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	543									77						
64	61	367/2	379/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	544									77						
64	61	181	187	0.0		0	0	Spanner	3/4	2	1	0																		29	29
64	61	181	187	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	545														29	29
64	61	182	188	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	546														29	29
64	61	183	189	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	547														29	29
65	62	184	190	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	548															
65	62	185	191	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	549		articAccentAbove							78						
65	62	184	190	0.0		0	0	Spanner	3/4	2	1	0																			
65	62	184	190	0.0		0	0	Spanner	3/4	2	1	0																		30	30
65	62	184	190	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	550														30	30
65	62	185	191	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	551														30	30
65	62	186	192	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	552														30	30
66	63	187	193	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	553															
66	63	751/4	775/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	554									79						
66	63	188	194	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	555									79						
66	63	565/3	583/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	556									79						
66	63	566/3	584/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	557									79						
66	63	189	195	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	558									79						
66	63	379/2	391/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	559									79						
66	63	187	193	0.0		0	0	Spanner	3/4	2	1	0																			
66	63	187	193	0.0		0	0	Spanner	3/4	2	1	0																		31	31
66	63	187	193	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	560														31	31
66	63	188	194	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	561														31	31
66	63	189	195	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	562														31	31
67	64	190	196	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	563															
67	64	191	197	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	564		articAccentBelow													
67	64	190	196	0.0		0	0	Spanner	3/4	2	1	0																			
67	64	190	196	0.0		0	0	Spanner	3/4	2	1	0																		32	32
67	64	190	196	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	565														32	32
67	64	191	197	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	566														32	32
67	64	192	198	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	567														32	32
68	65	193	199	0.0		0	0	Dynamic	3/4	1	1	0					pp														
68	65	193	199	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	568									80						
68	65	580/3	598/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	569									80						
68	65	581/3	599/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	570									80						
68	65	194	200	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	571									80						
68	65	389/2	401/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	572									80						
68	65	195	201	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	573									80						
68	65	391/2	403/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	574									80						
68	65	193	199	0.0		0	0	Spanner	3/4	2	1	0																			
68	65	193	199	0.0		0	0	Spanner	3/4	2	1	0																		33	33
68	65	193	199	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	575		articStaccatoBelow												33	33
68	65	194	200	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	576														33	33
68	65	195	201	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	577														33	33
69	66	196	202	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	578															
69	66	197	203	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	579		articAccentAbove							81						
69	66	196	202	0.0		0	0	Spanner	3/4	2	1	0																			
69	66	196	202	0.0		0	0	Spanner	3/4	2	1	0																		34	34
69	66	196	202	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	580		articStaccatoBelow												34	34
69	66	197	203	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	581														34	34
69	66	198	204	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	582														34	34
70	67	199	205	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	583															
70	67	799/4	823/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	584									82						
70	67	200	206	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	585									82						
70	67	601/3	619/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	586									82						
70	67	602/3	620/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	587									82						
70	67	201	207	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	588									82						
70	67	403/2	415/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	589									82						
70	67	199	205	0.0		0	0	Spanner	3/4	2	1	0																			
70	67	199	205	0.0		0	0	Spanner	3/4	2	1	0																		35	35
70	67	199	205	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	590		articStaccatoBelow												35	35
70	67	200	206	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	591														35	35
70	67	201	207	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	592														35	35
71	68	202	208	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	593															
71	68	203	209	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	594		articAccentBelow													
71	68	202	208	0.0		0	0	Spanner	3/4	2	1	0																			
71	68	202	208	0.0		0	0	Spanner	3/4	2	1	0																		36	36
71	68	202	208	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	595														36	36
71	68	203	209	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	596														36	36
71	68	204	210	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	597														36	36
72	69	205	211	0.0		0	0	Dynamic	3/4	1	1	0					f														
72	69	205	211	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	598									83						
72	69	616/3	634/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	599									83						
72	69	617/3	635/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	600									83						
72	69	206	212	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	601									83						
72	69	413/2	425/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	602									83						
72	69	207	213	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	603									83						
72	69	415/2	427/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	604									83						
72	69	205	211	0.0		0	0	Spanner	3/4	2	1	0																			
72	69	205	211	0.0		0	0	Spanner	3/4	2	1	0																		37	37
72	69	205	211	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	605														37	37
72	69	206	212	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	606														37	37
72	69	207	213	0.0		1/2	1/2	Spanner	3/4	2	1	0																			
72	69	207	213	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	607															
73	70	208	214	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	608															
73	70	209	215	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	609		articAccentAbove							84						
73	70	208	214	0.0		0	0	Spanner	3/4	2	1	0																		38	38
73	70	208	214	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	610														38	38
73	70	209	215	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	611														38	38
73	70	210	216	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	612														38	38
74	71	211	217	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	613															
74	71	847/4	871/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	614									85						
74	71	212	218	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	615									85						
74	71	637/3	655/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	616									85						
74	71	638/3	656/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	617									85						
74	71	213	219	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	618									85						
74	71	427/2	439/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	619									85						
74	71	211	217	0.0		0	0	Spanner	3/4	2	1	0																			
74	71	211	217	0.0		0	0	Spanner	3/4	2	1	0																		39	39
74	71	211	217	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	620														39	39
74	71	212	218	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	621														39	39
74	71	213	219	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	622														39	39
75	72	214	220	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	623		articStaccatoBelow													
75	72	215	221	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	624		articAccentBelow													
75	72	214	220	0.0		0	0	Spanner	3/4	2	1	0																			
75	72	214	220	0.0		0	0	Spanner	3/4	2	1	0																		40	40
75	72	214	220	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	625		articStaccatoBelow												40	40
75	72	215	221	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	626														40	40
75	72	216	222	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	627														40	40
76	73	217	223	0.0		0	0	Dynamic	3/4	1	1	0					pp														
76	73	217	223	0.0		0	0	StaffText	3/4	1	1	0							dolcissimo												
76	73	217	223	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	628									86						
76	73	652/3	670/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	629									86						
76	73	653/3	671/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	630									86						
76	73	218	224	0.0		1/4	1/4	Spanner	3/4	1	1	0													86				0		
76	73	218	224	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	631									86				0		
76	73	437/2	449/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	632									86				0		
76	73	219	225	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	633									86				0		
76	73	439/2	451/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	634									86				0		
76	73	217	223	0.0		0	0	Spanner	3/4	2	1	0																			
76	73	217	223	0.0		0	0	Spanner	3/4	2	1	0																		41	41
76	73	217	223	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	635		articStaccatoBelow												41	41
76	73	218	224	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	636														41	41
76	73	219	225	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	637														41	41
77	74	220	226	0.0		0	0	Dynamic	3/4	1	1	0					p								86						
77	74	220	226	0.0		0	0	Spanner	3/4	1	1	0													86						
77	74	220	226	0.0		0	0	Spanner	3/4	1	1	0													86			7			
77	74	220	226	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	638									86			7			
77	74	222	228	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	639									87			7			
77	74	220	226	0.0		0	0	Spanner	3/4	2	1	0																			
77	74	220	226	0.0		0	0	Spanner	3/4	2	1	0																		42	42
77	74	220	226	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	640		articStaccatoBelow												42	42
77	74	221	227	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	641														42	42
77	74	222	228	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	642														42	42
78	75	223	229	0.0		0	0	Spanner	3/4	1	1	0																			
78	75	223	229	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	643															
78	75	895/4	919/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	644									88						
78	75	224	230	0.0		1/4	1/4	StaffText	3/4	1	1	0							ritenuto						88						
78	75	224	230	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	645									88						
78	75	673/3	691/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	646									88						
78	75	674/3	692/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	647									88						
78	75	225	231	0.0		1/2	1/2	Spanner	3/4	1	1	0													88	3					
78	75	225	231	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	648									88	3					
78	75	451/2	463/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	649									88	3					
78	75	223	229	0.0		0	0	Spanner	3/4	2	1	0																			
78	75	223	229	0.0		0	0	Spanner	3/4	2	1	0																		43	43
78	75	223	229	0.0		0	0	Spanner	3/4	2	1	0																		43, 44	43, 44
78	75	223	229	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	650														43, 44	43, 44
78	75	224	230	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	651														43, 44	43, 44
78	75	225	231	0.0		1/2	1/2	Spanner	3/4	2	1	0																			
78	75	225	231	0.0		1/2	1/2	Spanner	3/4	2	1	0																			
78	75	225	231	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	652															
79	76	226	232	0.0		0	0	Spanner	3/4	1	1	0													88						
79	76	226	232	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	653		articAccentAbove							88						
79	76	228	234	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	654															
79	76	226	232	0.0		0	0	Spanner	3/4	2	1	0																		45	45
79	76	226	232	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	655														45	45
79	76	227	233	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	656														45	45
79	76	228	234	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	657														45	45
80	77	229	235	0.0		0	0	Dynamic	3/4	1	1	0					ff														
80	77	229	235	0.0		0	0	StaffText	3/4	1	1	0							a tempo												
80	77	229	235	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	658									89						
80	77	688/3	706/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	659									89						
80	77	689/3	707/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	660									89						
80	77	230	236	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	661									89						
80	77	461/2	473/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	662									89						
80	77	231	237	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	663									89						
80	77	463/2	475/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	664									89						
80	77	229	235	0.0		0	0	Spanner	3/4	2	1	0																			
80	77	229	235	0.0		0	0	Spanner	3/4	2	1	0																		46	46
80	77	229	235	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	665														46	46
80	77	230	236	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	666														46	46
80	77	231	237	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	667														46	46
81	78	232	238	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	668															
81	78	233	239	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	669		articAccentAbove							90						
81	78	232	238	0.0		0	0	Spanner	3/4	2	1	0																			
81	78	232	238	0.0		0	0	Spanner	3/4	2	1	0																		47	47
81	78	232	238	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	670														47	47
81	78	233	239	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	671														47	47
81	78	234	240	0.0		1/2	1/2	Spanner	3/4	2	1	0																			
81	78	234	240	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	672															
82	79	235	241	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	673		articStaccatoBelow													
82	79	943/4	967/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	674									91						
82	79	236	242	0.0		1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	2/3	675									91						
82	79	236	242	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	676									91						
82	79	709/3	727/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	677									91						
82	79	710/3	728/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	678									91						
82	79	237	243	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	679									91						
82	79	475/2	487/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	680									91						
82	79	235	241	0.0		0	0	Spanner	3/4	2	1	0																		48	48
82	79	235	241	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	681														48	48
82	79	236	242	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	682														48	48
82	79	237	243	0.0		1/2	1/2	Spanner	3/4	2	1	0																			
82	79	237	243	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	683															
83	80	238	244	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	684															
83	80	239	245	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	685		articAccentBelow													
83	80	238	244	0.0		0	0	Spanner	3/4	2	1	0																		49	49
83	80	238	244	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	686														49	49
83	80	239	245	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	687														49	49
83	80	240	246	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	688														49	49
84	81	241	247	0.0		0	0	Dynamic	3/4	1	1	0					pp														
84	81	241	247	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	689									92						
84	81	724/3	742/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	690									92						
84	81	725/3	743/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	691									92						
84	81	242	248	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	692									92						
84	81	485/2	497/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	693									92						
84	81	243	249	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	694									92						
84	81	487/2	499/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	695									92						
84	81	241	247	0.0		0	0	Spanner	3/4	2	1	0																			
84	81	241	247	0.0		0	0	Spanner	3/4	2	1	0																		50	50
84	81	241	247	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	696														50	50
84	81	242	248	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	697														50	50
84	81	243	249	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	698														50	50
85	82	244	250	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	699															
85	82	245	251	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	700		articAccentAbove							93						
85	82	244	250	0.0		0	0	Spanner	3/4	2	1	0																			
85	82	244	250	0.0		0	0	Spanner	3/4	2	1	0																		51	51
85	82	244	250	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	701														51	51
85	82	245	251	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	702														51	51
85	82	246	252	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	703														51	51
86	83	247	253	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	704		articStaccatoBelow													
86	83	991/4	1015/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	705									94						
86	83	248	254	0.0		1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	2/3	706									94						
86	83	248	254	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	707									94						
86	83	745/3	763/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	708									94						
86	83	746/3	764/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	709									94						
86	83	249	255	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	710									94						
86	83	499/2	511/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	711									94						
86	83	247	253	0.0		0	0	Spanner	3/4	2	1	0																			
86	83	247	253	0.0		0	0	Spanner	3/4	2	1	0																		52	52
86	83	247	253	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	712														52	52
86	83	248	254	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	713														52	52
86	83	249	255	0.0		1/2	1/2	Spanner	3/4	2	1	0																			
86	83	249	255	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	714															
87	84	250	256	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	715		articStaccatoBelow													
87	84	251	257	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	716		articAccentBelow													
87	84	250	256	0.0		0	0	Spanner	3/4	2	1	0																		53	53
87	84	250	256	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	717		articStaccatoBelow												53	53
87	84	251	257	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	718														53	53
87	84	252	258	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	719														53	53
88	85	253	259	0.0		0	0	Dynamic	3/4	1	1	0					ff														
88	85	253	259	0.0		0	0	StaffText	3/4	1	1	0							con forza												
88	85	253	259	0.0		0	0	Chord	3/4	1	1	0	acciaccatura	1/8	2/3	720									95						
88	85	253	259	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	721									95						
88	85	760/3	778/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	722									95						
88	85	761/3	779/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	723									95						
88	85	254	260	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	724									95						
88	85	509/2	521/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	725									95						
