mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	crescendo_line	decrescendo_hairpin	pedal
30	28	333/4	345/4	1.0	2	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	238													
31	29	341/4	353/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	239													
31	29	86	89	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	240													
31	29	345/4	357/4	0.0		1/4	1/4	Spanner	3/4	1	1	0															0		
31	29	345/4	357/4	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	241									41		0		
31	29	349/4	361/4	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	242											0		
31	29	341/4	353/4	0.0		0	0	Dynamic	3/4	1	2	0					mf										0		
31	29	341/4	353/4	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	243											0		
31	29	345/4	357/4	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	244											0		
31	29	349/4	361/4	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	245											0		
31	29	341/4	353/4	0.0		0	0	Spanner	3/4	2	1	0																	14
31	29	341/4	353/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	246													14
31	29	345/4	357/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	247													14
31	29	349/4	361/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	248													14
32	30	353/4	365/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	249											0		
32	30	89	92	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	250											0		
32	30	357/4	369/4	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	251									42		0		
32	30	361/4	373/4	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	252											0		
32	30	353/4	365/4	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	253											0		
32	30	357/4	369/4	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	254											0		
32	30	361/4	373/4	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	255											0		
32	30	353/4	365/4	0.0		0	0	Spanner	3/4	2	1	0																	15
32	30	353/4	365/4	0.0		0	0	Spanner	3/4	2	1	0																	15
32	30	353/4	365/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	256													15
32	30	357/4	369/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	257													15
32	30	361/4	373/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	258													15
33	31	365/4	377/4	0.0		0	0	Dynamic	3/4	1	1	0					f												
33	31	365/4	377/4	0.0		0	0	Spanner	3/4	1	1	0																	
33	31	365/4	377/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	259									43				
33	31	92	95	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	260									43				
33	31	369/4	381/4	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	261									43				
33	31	375/4	387/4	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	262													
33	31	365/4	377/4	0.0		0	0	Spanner	3/4	2	1	0																	
33	31	365/4	377/4	0.0		0	0	Spanner	3/4	2	1	0																	16
33	31	365/4	377/4	0.75		0	0	Chord	3/4	2	1	3/16		1/8	3/2	263									44				16
33	31	92	95	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	264									44				16
33	31	369/4	381/4	0.0		1/4	1/4	Spanner	3/4	2	1	0													44				
33	31	369/4	381/4	0.0		1/4	1/4	Spanner	3/4	2	1	0													44				17
33	31	369/4	381/4	1.5		1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	265									44				17
33	31	375/4	387/4	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	266													17
33	31	365/4	377/4	3.0		0	0	Chord	3/4	2	2	3/4		1/2	3/2	267													17
34	32	377/4	389/4	0.0		0	0	Dynamic	3/4	1	1	0					pp												
34	32	377/4	389/4	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	268									45				
34	32	377/4	389/4	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	269									45				
34	32	377/4	389/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	270									45				
34	32	95	98	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	271									45				
34	32	381/4	393/4	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	272									45				
34	32	387/4	399/4	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	273													
34	32	377/4	389/4	0.0		0	0	Spanner	3/4	2	1	0																	
34	32	377/4	389/4	0.0		0	0	Spanner	3/4	2	1	0																	18
34	32	377/4	389/4	0.75		0	0	Chord	3/4	2	1	3/16		1/8	3/2	274									46				18
34	32	95	98	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	275									46				18
34	32	381/4	393/4	0.0		1/4	1/4	Spanner	3/4	2	1	0													46				
34	32	381/4	393/4	0.0		1/4	1/4	Spanner	3/4	2	1	0													46				19
34	32	381/4	393/4	1.5		1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	276									46				19
34	32	387/4	399/4	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	277													19
34	32	377/4	389/4	3.0		0	0	Chord	3/4	2	2	3/4		1/2	3/2	278													19
35	33	389/4	401/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	279													
35	33	98	101	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	280													
35	33	393/4	405/4	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	281									47				
35	33	397/4	409/4	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	282													
35	33	389/4	401/4	0.0		0	0	Dynamic	3/4	1	2	0					p												
35	33	389/4	401/4	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	283													
35	33	393/4	405/4	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	284													
35	33	397/4	409/4	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	285													
35	33	389/4	401/4	0.0		0	0	Spanner	3/4	2	1	0																	
35	33	389/4	401/4	0.0		0	0	Spanner	3/4	2	1	0																	20
35	33	389/4	401/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	286													20
35	33	393/4	405/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	287													20
35	33	397/4	409/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	288													20
36	34	401/4	413/4	0.0		0	0	Spanner	3/4	1	1	0														3			
36	34	401/4	413/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	289										3			
36	34	101	104	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	290										3			
36	34	405/4	417/4	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	291									48	3			
36	34	409/4	421/4	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	292										3			
36	34	401/4	413/4	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	293										3			
36	34	405/4	417/4	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	294										3			
36	34	409/4	421/4	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	295										3			
36	34	401/4	413/4	0.0		0	0	Spanner	3/4	2	1	0																	
36	34	401/4	413/4	0.0		0	0	Spanner	3/4	2	1	0																	21
36	34	401/4	413/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	296													21
36	34	405/4	417/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	297													21
36	34	409/4	421/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	298													21
37	35	413/4	425/4	0.0		0	0	Dynamic	3/4	1	1	0					mf												
37	35	413/4	425/4	0.0		0	0	Spanner	3/4	1	1	0																	
37	35	413/4	425/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	299									49				
37	35	104	107	0.0		3/16	3/16	Spanner	3/4	1	1	0													49	4			
37	35	104	107	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	300									49	4			
37	35	417/4	429/4	0.0		1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	301									49	4			
37	35	417/4	429/4	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	302									49	4			
37	35	423/4	435/4	0.0		5/8	5/8	Spanner	3/4	1	1	0																	
37	35	423/4	435/4	0.0		5/8	5/8	Spanner	3/4	1	1	0																0	
37	35	423/4	435/4	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	303												0	
37	35	413/4	425/4	0.0		0	0	Spanner	3/4	2	1	0																	
37	35	413/4	425/4	0.0		0	0	Spanner	3/4	2	1	0																	22
37	35	413/4	425/4	0.75		0	0	Chord	3/4	2	1	3/16		1/8	3/2	304									50				22
37	35	104	107	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	305									50				22
37	35	417/4	429/4	0.0		1/4	1/4	Spanner	3/4	2	1	0																	
37	35	417/4	429/4	0.0		1/4	1/4	Spanner	3/4	2	1	0																	23
37	35	417/4	429/4	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	306													23
37	35	413/4	425/4	1.0		0	0	Chord	3/4	2	2	1/4		1/4	1	307													23
37	35	417/4	429/4	1.0		1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	308													23
37	35	421/4	433/4	1.0		1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	309													23
38	36	425/4	437/4	0.0		0	0	Dynamic	3/4	1	1	0					pp												
38	36	425/4	437/4	0.0		0	0	Spanner	3/4	1	1	0																	
38	36	425/4	437/4	0.0		0	0	Spanner	3/4	1	1	0														5			
38	36	425/4	437/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	310									51	5			
38	36	107	110	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	311									51	5			
38	36	429/4	441/4	0.0		1/4	1/4	Spanner	3/4	1	1	0													51				
38	36	429/4	441/4	0.0		1/4	1/4	Spanner	3/4	1	1	0													51			1	
38	36	429/4	441/4	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	312									51			1	
38	36	433/4	445/4	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	313												1	
38	36	425/4	437/4	0.0		0	0	Spanner	3/4	2	1	0																	
38	36	425/4	437/4	0.75		0	0	Chord	3/4	2	1	3/16		1/8	3/2	314									52				
38	36	107	110	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	315									52				
38	36	429/4	441/4	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	316													
38	36	425/4	437/4	1.0		0	0	Chord	3/4	2	2	1/4		1/4	1	317													
38	36	429/4	441/4	1.0		1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	318													
38	36	433/4	445/4	1.0		1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	319													
39	37	437/4	449/4	0.0		0	0	StaffText	3/4	1	1	0							legatissimo										
39	37	437/4	449/4	0.0		0	0	Spanner	3/4	1	1	0																	
39	37	437/4	449/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	320									53				
39	37	110	113	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	321									53				
39	37	441/4	453/4	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	322									53				
39	37	445/4	457/4	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	323													
39	37	437/4	449/4	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	324													
39	37	441/4	453/4	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	325													
39	37	445/4	457/4	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	326													
39	37	437/4	449/4	0.0		0	0	Spanner	3/4	2	1	0																	24
39	37	437/4	449/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	327													24
39	37	441/4	453/4	0.0		1/4	1/4	Spanner	3/4	2	1	0																	
39	37	441/4	453/4	0.0		1/4	1/4	Spanner	3/4	2	1	0																	25
39	37	441/4	453/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	328													25
39	37	445/4	457/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	329													25
40	38	449/4	461/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	330									54				
40	38	113	116	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	331									54				
40	38	453/4	465/4	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	332									54				
40	38	457/4	469/4	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	333													
40	38	449/4	461/4	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	334													
40	38	453/4	465/4	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	335													
40	38	457/4	469/4	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	336													
40	38	449/4	461/4	0.0		0	0	Spanner	3/4	2	1	0																	
40	38	449/4	461/4	0.0		0	0	Spanner	3/4	2	1	0																	26
40	38	449/4	461/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	337													26
40	38	453/4	465/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	338													26
40	38	457/4	469/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	339													26
41	39	461/4	473/4	0.0		0	0	Spanner	3/4	1	1	0														6			
41	39	461/4	473/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	340									55	6			
41	39	116	119	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	341									55	6			
41	39	465/4	477/4	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	342									55	6			
41	39	469/4	481/4	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	343										6			
41	39	461/4	473/4	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	344										6			
41	39	465/4	477/4	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	345										6			
41	39	469/4	481/4	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	346										6			
41	39	461/4	473/4	0.0		0	0	Spanner	3/4	2	1	0																	
41	39	461/4	473/4	0.0		0	0	Spanner	3/4	2	1	0																	27
41	39	461/4	473/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	347													27
41	39	465/4	477/4	0.0		1/4	1/4	Spanner	3/4	2	1	0																	
41	39	465/4	477/4	0.0		1/4	1/4	Spanner	3/4	2	1	0																	28
41	39	465/4	477/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	348													28
41	39	469/4	481/4	0.0		1/2	1/2	Spanner	3/4	2	1	0																	
41	39	469/4	481/4	0.0		1/2	1/2	Spanner	3/4	2	1	0																	29
41	39	469/4	481/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	349													29
42	40	473/4	485/4	0.0		0	0	Spanner	3/4	1	1	0																	
42	40	473/4	485/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	350									56				
42	40	119	122	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	351									56				
42	40	477/4	489/4	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	352									56				
42	40	481/4	493/4	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	353													
42	40	473/4	485/4	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	354													
42	40	477/4	489/4	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	355													
42	40	481/4	493/4	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	356													
42	40	473/4	485/4	0.0		0	0	Spanner	3/4	2	1	0																	
42	40	473/4	485/4	0.0		0	0	Spanner	3/4	2	1	0																	30
42	40	473/4	485/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	357													30
42	40	477/4	489/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	358													30
42	40	481/4	493/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	359													30
43	41	485/4	497/4	0.0		0	0	Spanner	3/4	1	1	0																2	
43	41	485/4	497/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	360												2	
43	41	122	125	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	361												2	
43	41	489/4	501/4	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	362												2	
43	41	493/4	505/4	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	363												2	
43	41	485/4	497/4	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	364												2	
43	41	489/4	501/4	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	365												2	
43	41	493/4	505/4	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	366												2	
43	41	485/4	497/4	0.0		0	0	Spanner	3/4	2	1	0																	
43	41	485/4	497/4	0.0		0	0	Spanner	3/4	2	1	0																	31
43	41	485/4	497/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	367													31
43	41	489/4	501/4	0.0		1/4	1/4	Spanner	3/4	2	1	0																	
43	41	489/4	501/4	0.0		1/4	1/4	Spanner	3/4	2	1	0																	32
43	41	489/4	501/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	368													32
43	41	493/4	505/4	0.0		1/2	1/2	Spanner	3/4	2	1	0																	
43	41	493/4	505/4	0.0		1/2	1/2	Spanner	3/4	2	1	0																	33
43	41	493/4	505/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	369													33
44	42	497/4	509/4	0.0		0	0	StaffText	3/4	1	1	0							poco a poco riten.										
44	42	497/4	509/4	0.0		0	0	Spanner	3/4	1	1	0																	
44	42	497/4	509/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	370													
44	42	125	128	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	371													
44	42	501/4	513/4	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	372													
44	42	505/4	517/4	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	373													
44	42	497/4	509/4	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	374													
44	42	501/4	513/4	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	375													
44	42	505/4	517/4	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	376													
44	42	497/4	509/4	0.0		0	0	Spanner	3/4	2	1	0																	
44	42	497/4	509/4	0.0		0	0	Spanner	3/4	2	1	0																	34
44	42	497/4	509/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	377													34
44	42	501/4	513/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	378													34
44	42	505/4	517/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	379													34
45	43	509/4	521/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	380													
45	43	128	131	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	381													
45	43	513/4	525/4	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	382													
45	43	517/4	529/4	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	383													
45	43	509/4	521/4	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	384													
45	43	513/4	525/4	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	385													
45	43	517/4	529/4	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	386													
45	43	509/4	521/4	0.0		0	0	Spanner	3/4	2	1	0																	
45	43	509/4	521/4	0.0		0	0	Spanner	3/4	2	1	0																	35
45	43	509/4	521/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	387													35
45	43	513/4	525/4	0.0		1/4	1/4	Spanner	3/4	2	1	0																	36
45	43	513/4	525/4	0.0		1/4	1/4	Spanner	3/4	2	1	0																	36
45	43	513/4	525/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	388													36
45	43	517/4	529/4	0.0		1/2	1/2	Spanner	3/4	2	1	0																	
45	43	517/4	529/4	0.0		1/2	1/2	Spanner	3/4	2	1	0																	37
45	43	517/4	529/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	389													37
46	44	521/4	533/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	390													
46	44	131	134	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	391													
46	44	521/4	533/4	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	392													
46	44	525/4	537/4	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	393													
46	44	529/4	541/4	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	394													
46	44	521/4	533/4	0.0		0	0	Spanner	3/4	2	1	0																	
46	44	521/4	533/4	0.0		0	0	Spanner	3/4	2	1	0																	38
46	44	521/4	533/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	395													38
46	44	525/4	537/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	396													38
46	44	529/4	541/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	397													38
47	45	533/4	545/4	0.0		0	0	Dynamic	3/4	1	1	0					p												
47	45	533/4	545/4	0.0		0	0	Tempo	3/4	1	1	0								TempoI°	50.0			1.0					
47	45	533/4	545/4	0.0		0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	398													
47	45	533/4	545/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	399									57				
47	45	134	137	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	400									57				
47	45	537/4	549/4	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	401									57				
47	45	541/4	553/4	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	402													
47	45	541/4	553/4	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	403													
47	45	541/4	553/4	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	404		articAccentAbove											
47	45	533/4	545/4	0.0		0	0	StaffText	3/4	2	1	0							Ped. come sopra										
47	45	533/4	545/4	0.0		0	0	Spanner	3/4	2	1	0																	
47	45	533/4	545/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	405													
47	45	537/4	549/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	406													
47	45	541/4	553/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	407													
48	46	545/4	557/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	408									58				
48	46	137	140	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	409									58				
48	46	549/4	561/4	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	410									58				
48	46	553/4	565/4	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	411									58				
48	46	545/4	557/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	412													
48	46	549/4	561/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	413													
48	46	553/4	565/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	414													
49	47	557/4	569/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	415									59				
49	47	140	143	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	416									59				
49	47	561/4	573/4	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	417									59				
49	47	565/4	577/4	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	418													
49	47	565/4	577/4	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	419													
49	47	565/4	577/4	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	420		ornamentTrill											
49	47	557/4	569/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	421													
49	47	561/4	573/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	422													
49	47	565/4	577/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	423													
50	48	569/4	581/4	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	424		articStaccatissimoBelow							60				
50	48	143	146	0.0		3/16	3/16	Spanner	3/4	1	1	0													60	7			
50	48	143	146	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	425									60, 61	7			
50	48	573/4	585/4	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	426		articStaccatissimoBelow							60	7			
50	48	144	147	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	427									60, 62	7			
50	48	577/4	589/4	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	428		articStaccatissimoBelow							60	7			
50	48	145	148	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	429									63	7			
50	48	569/4	581/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	430													
50	48	573/4	585/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	431													
50	48	577/4	589/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	432													
51	49	581/4	593/4	0.0		0	0	Spanner	3/4	1	1	0																	
51	49	581/4	593/4	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	433		articStaccatissimoAbove							64				
51	49	146	149	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	434									64, 65				
51	49	585/4	597/4	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	435									64				
51	49	589/4	601/4	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	436													
51	49	589/4	601/4	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	437													
51	49	589/4	601/4	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	438		ornamentTrill											
51	49	581/4	593/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	439													
51	49	585/4	597/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	440													
51	49	589/4	601/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	441													
52	50	593/4	605/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	442									66				
52	50	149	152	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	443									66				
52	50	597/4	609/4	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	444									66				
52	50	601/4	613/4	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	445									66				
52	50	593/4	605/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	446													
52	50	597/4	609/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	447													
52	50	601/4	613/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	448													
53	51	605/4	617/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	449									67				
53	51	152	155	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	450									67				
53	51	609/4	621/4	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	451									67				
53	51	613/4	625/4	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	452													
53	51	613/4	625/4	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	453													
