mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_line	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
48	47	141	141	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	494													
48	47	139	139	0.0		0	0	Spanner	3/4	2	1	0																	
48	47	139	139	0.0		0	0	Spanner	3/4	2	1	0												46	46				
48	47	139	139	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	495								46	46				
48	47	140	140	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	496								46	46				
48	47	141	141	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	497								46	46				
49	48	142	142	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	498													
49	48	143	143	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	499													
49	48	144	144	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	500							29						
49	48	142	142	0.0		0	0	Spanner	3/4	2	1	0																	
49	48	142	142	0.0		0	0	Spanner	3/4	2	1	0												47	47				
49	48	142	142	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	501								47	47				
49	48	143	143	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	502								47	47				
49	48	144	144	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	503								47	47				
50	49	145	145	0.0		0	0	Spanner	3/4	1	1	0																0	
50	49	145	145	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	504							30					0	
50	49	583/4	583/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	505							30					0	
50	49	146	146	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	506							30					0	
50	49	147	147	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	507							30					0	
50	49	145	145	2.0		0	0	Chord	3/4	1	2	1/2		1/2	1	508												0	
50	49	147	147	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	509												0	
50	49	145	145	0.0		0	0	Spanner	3/4	2	1	0																	
50	49	145	145	0.0		0	0	Spanner	3/4	2	1	0												48	48				
50	49	145	145	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	510								48	48				
50	49	146	146	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	511								48	48				
50	49	147	147	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	512								48	48				
51	50	148	148	0.0		0	0	Spanner	3/4	1	1	0											30						
51	50	148	148	0.0		0	0	Spanner	3/4	1	1	0											30				0		
51	50	148	148	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	513							30				0		
51	50	595/4	595/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	514							30				0		
51	50	149	149	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	515							30				0		
51	50	150	150	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	516							30				0		
51	50	148	148	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	517											0		
51	50	149	149	0.5		1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	518											0		
51	50	299/2	299/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	519											0		
51	50	150	150	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	520											0		
51	50	148	148	0.0		0	0	Spanner	3/4	2	1	0																	
51	50	148	148	0.0		0	0	Spanner	3/4	2	1	0												49	49				
51	50	148	148	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	521								49	49				
51	50	149	149	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	522								49	49				
51	50	150	150	0.0		1/2	1/2	Spanner	3/4	2	1	0																	
51	50	150	150	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	523													
52	51	151	151	0.0		0	0	Spanner	3/4	1	1	0																	
52	51	151	151	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	524													
52	51	607/4	607/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	525							31						
52	51	152	152	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	526							31						
52	51	153	153	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	527							31						
52	51	151	151	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	528													
52	51	152	152	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	529													
52	51	153	153	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	530													
52	51	151	151	0.0		0	0	Spanner	3/4	2	1	0												50	50				
52	51	151	151	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	531								50	50				
52	51	152	152	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	532								50	50				
52	51	153	153	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	533								50	50				
53	52	154	154	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	534							31						
53	52	619/4	619/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	535							31						
53	52	155	155	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	536							31						
53	52	156	156	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	537													
53	52	154	154	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	538													
53	52	155	155	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	539													
53	52	156	156	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	540													
53	52	154	154	0.0		0	0	Spanner	3/4	2	1	0																	
53	52	154	154	0.0		0	0	Spanner	3/4	2	1	0												51	51				
53	52	154	154	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	541								51	51				
53	52	155	155	0.75		1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	542								51	51				
53	52	623/4	623/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	543							32	51	51				
53	52	156	156	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	544								51	51				
54	53	157	157	0.0		0	0	Dynamic	3/4	1	1	0					f												
54	53	157	157	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	545													
54	53	631/4	631/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	546							33						
54	53	158	158	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	547							33						
54	53	159	159	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	548							33						
54	53	157	157	0.0		0	0	Spanner	3/4	2	1	0																	
54	53	157	157	0.0		0	0	Spanner	3/4	2	1	0												52	52				
54	53	157	157	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	549								52	52				
54	53	158	158	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	550								52	52				
55	54	160	160	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	551													
55	54	643/4	643/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	552							34						
55	54	161	161	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	553							34						
55	54	162	162	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	554													
55	54	160	160	0.0		0	0	Spanner	3/4	2	1	0																	
55	54	160	160	0.0		0	0	Spanner	3/4	2	1	0												53	53				
55	54	160	160	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	555		articStaccatoAbove						53	53				
55	54	643/4	643/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	556							35	53	53				
55	54	161	161	0.75		1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	557							35	53	53				
55	54	647/4	647/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	558							35	53	53				
55	54	162	162	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	559								53	53				
56	55	163	163	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	560													
56	55	655/4	655/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	561							36						
56	55	164	164	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	562							36						
56	55	165	165	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	563													
56	55	163	163	0.0		0	0	Spanner	3/4	2	1	0												54	54				
56	55	163	163	0.0		0	0	Spanner	3/4	2	1	0												54	54				
56	55	163	163	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	564								54	54				
56	55	655/4	655/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	565							37	54	54				
56	55	164	164	0.75		1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	566							37	54	54				
56	55	659/4	659/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	567							37	54	54				
56	55	165	165	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	568								54	54				
57	56	166	166	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	569													
57	56	667/4	667/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	570							38						
57	56	167	167	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	571							38						
57	56	168	168	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	572							38						
57	56	166	166	0.0		0	0	Spanner	3/4	2	1	0																	
57	56	166	166	0.0		0	0	Spanner	3/4	2	1	0												55	55				
57	56	166	166	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	573								55	55				
57	56	667/4	667/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	574							39	55	55				
57	56	167	167	0.75		1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	575							39	55	55				
57	56	671/4	671/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	576							39	55	55				
57	56	168	168	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	577								55	55				
58	57	169	169	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	578													
58	57	679/4	679/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	579							40						
58	57	170	170	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	580							40						
58	57	171	171	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	581							40						
58	57	170	170	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	582													
58	57	171	171	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	583													
58	57	169	169	0.0		0	0	Spanner	3/4	2	1	0																	
58	57	169	169	0.0		0	0	Spanner	3/4	2	1	0												56	56				
58	57	169	169	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	584								56	56				
58	57	170	170	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	585								56	56				
58	57	171	171	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	586								56	56				
59	58	172	172	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	587							40						
59	58	691/4	691/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	588							40						
59	58	173	173	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	589							40						
59	58	174	174	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	590							40						
59	58	173	173	0.75		1/4	1/4	Chord	3/4	1	2	3/16		1/8	3/2	591							41						
59	58	695/4	695/4	0.25		7/16	7/16	Chord	3/4	1	2	1/16		1/16	1	592							41						
59	58	174	174	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	593													
59	58	172	172	0.0		0	0	Spanner	3/4	2	1	0																	
59	58	172	172	0.0		0	0	Spanner	3/4	2	1	0												57	57				
59	58	172	172	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	594								57	57				
59	58	173	173	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	595								57	57				
59	58	174	174	0.0		1/2	1/2	Spanner	3/4	2	1	0																	
59	58	174	174	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	596													
60	59	175	175	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	597													
60	59	703/4	703/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	598							42						
60	59	176	176	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	599							42						
60	59	177	177	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	600							42						
60	59	176	176	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	601													
60	59	177	177	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	602													
60	59	175	175	0.0		0	0	Spanner	3/4	2	1	0												58	58				
60	59	175	175	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	603								58	58				
60	59	176	176	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	604								58	58				
60	59	177	177	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	605								58	58				
61	60	178	178	0.0		0	0	Spanner	3/4	1	1	0											42			0			
61	60	179	179	0.0		1/4	1/4	Spanner	3/4	1	1	0											42						
61	60	179	179	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	606							42						
61	60	180	180	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	607													
61	60	178	178	0.75		0	0	Chord	3/4	1	2	3/16		1/8	3/2	608													
61	60	715/4	715/4	0.25		3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	609													
61	60	180	180	0.0		1/2	1/2	Dynamic	3/4	1	2	0					fz												
61	60	178	178	0.0		0	0	Spanner	3/4	2	1	0																	
61	60	178	178	0.0		0	0	Spanner	3/4	2	1	0												59	59				
61	60	178	178	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	610								59	59				
61	60	179	179	0.75		1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	611								59	59				
61	60	719/4	719/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	612							43	59	59				
61	60	180	180	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	613								59	59				
62	61	181	181	0.0		0	0	Dynamic	3/4	1	1	0					ff												
62	61	181	181	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	614		articStaccatoAbove											
62	61	727/4	727/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	615							44						
62	61	182	182	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	616							44						
62	61	183	183	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	617													
62	61	181	181	0.0		0	0	Spanner	3/4	2	1	0																	
62	61	181	181	0.0		0	0	Spanner	3/4	2	1	0												60	60				
62	61	181	181	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	618								60	60				
62	61	182	182	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	619								60	60				
62	61	183	183	0.0		1/2	1/2	Spanner	3/4	2	1	0																	
63	62	184	184	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	620		articStaccatoAbove											
63	62	739/4	739/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	621							45						
63	62	185	185	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	622							45						
63	62	186	186	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	623													
63	62	184	184	0.0		0	0	Spanner	3/4	2	1	0												61	61				
63	62	184	184	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	624								61	61				
63	62	739/4	739/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	625							46	61	61				
63	62	185	185	0.75		1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	626							46	61	61				
63	62	743/4	743/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	627							46	61	61				
63	62	186	186	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	628								61	61				
64	63	187	187	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	629		articStaccatoAbove											
64	63	751/4	751/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	630							47						
64	63	188	188	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	631							47						
64	63	189	189	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	632													
64	63	187	187	0.0		0	0	Spanner	3/4	2	1	0																	
64	63	187	187	0.0		0	0	Spanner	3/4	2	1	0												62	62				
64	63	187	187	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	633		articStaccatoAbove						62	62				
64	63	751/4	751/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	634							48	62	62				
64	63	188	188	0.75		1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	635							48	62	62				
64	63	755/4	755/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	636							48	62	62				
64	63	189	189	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	637								62	62				
65	64	190	190	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	638		articStaccatoAbove											
65	64	763/4	763/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	639							49						
65	64	191	191	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	640							49						
65	64	191	191	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	641													
65	64	192	192	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	642													
65	64	190	190	0.0		0	0	Spanner	3/4	2	1	0																	
65	64	190	190	0.0		0	0	Spanner	3/4	2	1	0												63	63				
65	64	190	190	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	643								63	63				
65	64	763/4	763/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	644							50	63	63				
65	64	191	191	0.0		1/4	1/4	Spanner	3/4	2	1	0											50						
65	64	191	191	0.75		1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	645							50						
65	64	767/4	767/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	646							50						
65	64	192	192	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	647													
66	65	193	193	0.0		0	0	Dynamic	3/4	1	1	0					f												
66	65	193	193	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	648							51						
66	65	580/3	580/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	649							51						
66	65	581/3	581/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	650							51						
66	65	194	194	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	651													
66	65	195	195	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	652		articAccentAbove											
66	65	194	194	2.0		1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	653													
66	65	194	194	1.0		1/4	1/4	Chord	3/4	1	3	1/4		1/4	1	654		articAccentBelow											
66	65	195	195	1.0		1/2	1/2	Chord	3/4	1	3	1/4		1/4	1	655													
66	65	193	193	0.0		0	0	Spanner	3/4	2	1	0												64	64				
66	65	193	193	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	656								64	64				
66	65	194	194	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	657								64	64				
66	65	195	195	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	658								64	64				
67	66	196	196	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	659							52						
67	66	589/3	589/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	660							52						
67	66	590/3	590/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	661							52						
67	66	197	197	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	662							52						
67	66	397/2	397/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	663													
67	66	197	197	2.0		1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	664													
67	66	197	197	1.5		1/4	1/4	Chord	3/4	1	3	3/8		1/4	3/2	665		articAccentBelow											
67	66	397/2	397/2	0.5		5/8	5/8	Chord	3/4	1	3	1/8		1/8	1	666													
67	66	196	196	0.0		0	0	Spanner	3/4	2	1	0																	
67	66	196	196	0.0		0	0	Spanner	3/4	2	1	0												65	65				
67	66	196	196	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	667								65	65				
67	66	197	197	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	668								65	65				
67	66	198	198	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	669								65	65				
68	67	199	199	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	670							53						
68	67	598/3	598/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	671							53						
68	67	599/3	599/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	672							53						
68	67	200	200	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	673													
68	67	201	201	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	674		articAccentAbove											
68	67	200	200	2.0		1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	675													
68	67	200	200	1.0		1/4	1/4	Chord	3/4	1	3	1/4		1/4	1	676		articAccentBelow											
68	67	201	201	1.0		1/2	1/2	Chord	3/4	1	3	1/4		1/4	1	677													
68	67	199	199	0.0		0	0	Spanner	3/4	2	1	0																	
68	67	199	199	0.0		0	0	Spanner	3/4	2	1	0												66	66				
68	67	199	199	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	678								66	66				
68	67	200	200	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	679								66	66				
68	67	201	201	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	680								66	66				
69	68	202	202	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	681							54						
69	68	607/3	607/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	682							54						
69	68	608/3	608/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	683							54						
69	68	203	203	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	684							54						
69	68	409/2	409/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	685													
69	68	203	203	2.0		1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	686													
69	68	203	203	1.5		1/4	1/4	Chord	3/4	1	3	3/8		1/4	3/2	687		articAccentBelow											
69	68	409/2	409/2	0.5		5/8	5/8	Chord	3/4	1	3	1/8		1/8	1	688													
69	68	202	202	0.0		0	0	Spanner	3/4	2	1	0																	
69	68	202	202	0.0		0	0	Spanner	3/4	2	1	0												67	67				
69	68	202	202	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	689								67	67				
69	68	203	203	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	690								67	67				
69	68	204	204	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	691								67	67				
70	69	205	205	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	692							55						
70	69	616/3	616/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	693							55						
70	69	617/3	617/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	694							55						
70	69	206	206	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	695													
70	69	207	207	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	696		articAccentAbove											
70	69	206	206	2.0		1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	697													
70	69	206	206	1.0		1/4	1/4	Chord	3/4	1	3	1/4		1/4	1	698													
70	69	207	207	1.0		1/2	1/2	Chord	3/4	1	3	1/4		1/4	1	699													
70	69	205	205	0.0		0	0	Spanner	3/4	2	1	0												68	68				
70	69	205	205	0.0		0	0	Spanner	3/4	2	1	0												68	68				
70	69	205	205	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	700								68	68				
70	69	206	206	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	701								68	68				
70	69	207	207	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	702								68	68				
71	70	208	208	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	703							56						
71	70	625/3	625/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	704							56						
71	70	626/3	626/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	705							56						
71	70	209	209	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	706							56						
71	70	421/2	421/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	707													
71	70	209	209	2.0		1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	708													
71	70	209	209	1.5		1/4	1/4	Chord	3/4	1	3	3/8		1/4	3/2	709													
71	70	421/2	421/2	0.5		5/8	5/8	Chord	3/4	1	3	1/8		1/8	1	710													
71	70	208	208	0.0		0	0	Spanner	3/4	2	1	0																	
71	70	208	208	0.0		0	0	Spanner	3/4	2	1	0												69	69				
71	70	208	208	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	711								69	69				
71	70	209	209	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	712								69	69				
71	70	210	210	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	713								69	69				
72	71	211	211	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	714							57						
72	71	634/3	634/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	715							57						
72	71	635/3	635/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	716							57						
72	71	212	212	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	717													
72	71	213	213	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	718		articAccentAbove											
72	71	212	212	2.0		1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	719													
72	71	212	212	1.0		1/4	1/4	Chord	3/4	1	3	1/4		1/4	1	720													
72	71	213	213	1.0		1/2	1/2	Chord	3/4	1	3	1/4		1/4	1	721													
72	71	211	211	0.0		0	0	Spanner	3/4	2	1	0																	
72	71	211	211	0.0		0	0	Spanner	3/4	2	1	0												70	70				
72	71	211	211	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	722								70	70				
72	71	212	212	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	723								70	70				
72	71	213	213	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	724								70	70				
73	72		214	0.3333333333333333	1	0	0	Chord	3/4	1	1	1/12		1/8	2/3	725							58						
73	72		643/3	0.3333333333333333	1	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	726							58						
73	72		644/3	0.3333333333333333	1	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	727							58						
73	72		215	1.5	1	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	728							58						
73	72		433/2	0.5	1	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	729													
73	72		215	2.0	1	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	730													
73	72		215	1.5	1	1/4	1/4	Chord	3/4	1	3	3/8		1/4	3/2	731		articAccentBelow											
73	72		433/2	0.5	1	5/8	5/8	Chord	3/4	1	3	1/8		1/8	1	732													
73	72		214	0.0	1	0	0	Spanner	3/4	2	1	0																	
