mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_line	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
24	23	67	67	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	243		articStaccatoBelow						22	22				
24	23	68	68	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	244								22	22				
24	23	69	69	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	245								22	22				
25	24	70	70	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	246		articAccentAbove											
25	24	71	71	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	247													
25	24	72	72	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	248		articAccentBelow											
25	24	70	70	0.0		0	0	Spanner	3/4	2	1	0																	
25	24	70	70	0.0		0	0	Spanner	3/4	2	1	0												23	23				
25	24	70	70	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	249		articStaccatoBelow						23	23				
25	24	71	71	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	250								23	23				
25	24	72	72	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	251								23	23				
26	25	73	73	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	252							14						
26	25	147/2	147/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	253							14						
26	25	74	74	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	254							14						
26	25	149/2	149/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	255							14						
26	25	75	75	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	256							14						
26	25	151/2	151/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	257							14						
26	25	73	73	0.0		0	0	Dynamic	3/4	1	2	0					pp												
26	25	73	73	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	258													
26	25	74	74	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	259													
26	25	75	75	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	260													
26	25	73	73	0.0		0	0	Spanner	3/4	2	1	0																	
26	25	73	73	0.0		0	0	Spanner	3/4	2	1	0												24	24				
26	25	73	73	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	261								24	24				
26	25	74	74	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	262								24	24				
26	25	75	75	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	263								24	24				
27	26	76	76	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	264							14						
27	26	76	76	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	265							14						
27	26	76	76	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	266							14						
27	26	77	77	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	267							14						
27	26	155/2	155/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	268							14						
27	26	78	78	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	269							14						
27	26	157/2	157/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	270													
27	26	77	77	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	271													
27	26	78	78	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	272													
27	26	76	76	0.0		0	0	Spanner	3/4	2	1	0																	
27	26	76	76	0.0		0	0	Spanner	3/4	2	1	0												25	25				
27	26	76	76	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	273								25	25				
27	26	77	77	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	274								25	25				
27	26	78	78	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	275								25	25				
28	27	79	79	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	276							15						
28	27	159/2	159/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	277							15						
28	27	80	80	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	278							15						
28	27	241/3	241/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	279							15						
28	27	242/3	242/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	280							15						
28	27	81	81	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	281							15						
28	27	163/2	163/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	282													
28	27	80	80	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	283													
28	27	81	81	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	284													
28	27	79	79	0.0		0	0	Spanner	3/4	2	1	0																	
28	27	79	79	0.0		0	0	Spanner	3/4	2	1	0												26	26				
28	27	79	79	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	285								26	26				
28	27	80	80	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	286								26	26				
28	27	81	81	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	287								26	26				
29	28	82	82	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	288		articAccentAbove					16						
29	28	84	84	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	289													
29	28	83	83	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	290													
29	28	84	84	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	291													
29	28	82	82	0.0		0	0	Spanner	3/4	2	1	0																	
29	28	82	82	0.0		0	0	Spanner	3/4	2	1	0												27	27				
29	28	82	82	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	292								27	27				
29	28	83	83	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	293								27	27				
29	28	84	84	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	294								27	27				
30	29	85	85	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	295							17						
30	29	171/2	171/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	296							17						
30	29	86	86	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	297							17						
30	29	173/2	173/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	298							17						
30	29	87	87	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	299							17						
30	29	175/2	175/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	300							17						
30	29	86	86	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	301													
30	29	87	87	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	302													
30	29	85	85	0.0		0	0	Spanner	3/4	2	1	0																	
30	29	85	85	0.0		0	0	Spanner	3/4	2	1	0												28	28				
30	29	85	85	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	303		articStaccatoBelow						28	28				
30	29	86	86	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	304								28	28				
30	29	87	87	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	305								28	28				
31	30	88	88	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	306							17						
31	30	88	88	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	307							17						
31	30	88	88	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	308							17						
31	30	89	89	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	309							17						
31	30	179/2	179/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	310							17						
31	30	90	90	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	311							17						
31	30	181/2	181/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	312													
31	30	89	89	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	313													
31	30	90	90	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	314													
31	30	88	88	0.0		0	0	Spanner	3/4	2	1	0																	
31	30	88	88	0.0		0	0	Spanner	3/4	2	1	0												29	29				
31	30	88	88	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	315		articStaccatoBelow						29	29				
31	30	89	89	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	316								29	29				
31	30	90	90	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	317								29	29				
32	31	91	91	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	318							18						
32	31	183/2	183/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	319							18						
32	31	92	92	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	320							18						
32	31	277/3	277/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	321							18						
32	31	278/3	278/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	322							18						
32	31	93	93	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	323							18						
32	31	187/2	187/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	324													
32	31	92	92	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	325													
32	31	93	93	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	326													
32	31	91	91	0.0		0	0	Spanner	3/4	2	1	0																	
32	31	91	91	0.0		0	0	Spanner	3/4	2	1	0												30	30				
32	31	91	91	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	327		articStaccatoBelow						30	30				
32	31	92	92	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	328								30	30				
32	31	93	93	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	329								30	30				
33	32	94	94	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	330		articAccentAbove											
33	32	95	95	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	331													
33	32	96	96	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	332													
33	32	94	94	0.0		0	0	Spanner	3/4	2	1	0																	
33	32	94	94	0.0		0	0	Spanner	3/4	2	1	0												31	31				
33	32	94	94	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	333		articStaccatoBelow						31	31				
33	32	95	95	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	334								31	31				
33	32	96	96	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	335								31	31				
34	33	97	97	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	336													
34	33	195/2	195/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	337							19						
34	33	98	98	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	338							19						
34	33	197/2	197/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	339							19						
34	33	99	99	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	340							19						
34	33	199/2	199/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	341							19						
34	33	97	97	0.0		0	0	Dynamic	3/4	1	2	0					ff												
34	33	97	97	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	342													
34	33	98	98	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	343													
34	33	99	99	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	344		articAccentBelow											
34	33	97	97	0.0		0	0	Spanner	3/4	2	1	0																	
34	33	97	97	0.0		0	0	Spanner	3/4	2	1	0												32	32				
34	33	97	97	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	345								32	32				
34	33	98	98	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	346								32	32				
34	33	99	99	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	347								32	32				
35	34	100	100	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	348							19						
35	34	100	100	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	349							19						
35	34	100	100	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	350							19						
35	34	101	101	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	351							19						
35	34	203/2	203/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	352							19						
35	34	102	102	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	353							19						
35	34	205/2	205/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	354													
35	34	101	101	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	355													
35	34	102	102	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	356		articAccentBelow											
35	34	100	100	0.0		0	0	Spanner	3/4	2	1	0																	
35	34	100	100	0.0		0	0	Spanner	3/4	2	1	0												33	33				
35	34	100	100	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	357		articStaccatoBelow						33	33				
35	34	101	101	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	358								33	33				
35	34	102	102	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	359								33	33				
36	35	103	103	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	360							20						
36	35	207/2	207/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	361							20						
36	35	104	104	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	362							20						
36	35	313/3	313/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	363							20						
36	35	314/3	314/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	364							20						
36	35	105	105	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	365							20						
36	35	211/2	211/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	366													
36	35	104	104	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	367													
36	35	105	105	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	368		articAccentBelow											
36	35	103	103	0.0		0	0	Spanner	3/4	2	1	0																	
36	35	103	103	0.0		0	0	Spanner	3/4	2	1	0												34	34				
36	35	103	103	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	369								34	34				
36	35	104	104	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	370								34	34				
36	35	105	105	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	371								34	34				
37	36	106	106	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	372		articAccentAbove					21						
37	36	108	108	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	373													
37	36	107	107	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	374													
37	36	108	108	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	375		articAccentBelow											
37	36	106	106	0.0		0	0	Spanner	3/4	2	1	0																	
37	36	106	106	0.0		0	0	Spanner	3/4	2	1	0												35	35				
37	36	106	106	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	376		articStaccatoBelow						35	35				
37	36	107	107	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	377								35	35				
37	36	108	108	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	378								35	35				
38	37	109	109	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	379							22						
38	37	219/2	219/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	380							22						
38	37	110	110	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	381							22						
38	37	221/2	221/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	382							22						
38	37	111	111	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	383							22						
38	37	223/2	223/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	384							22						
38	37	110	110	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	385													
38	37	111	111	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	386		articAccentBelow											
38	37	109	109	0.0		0	0	Spanner	3/4	2	1	0												36	36				
38	37	109	109	0.0		0	0	Spanner	3/4	2	1	0												36	36				
38	37	109	109	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	387								36	36				
38	37	110	110	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	388								36	36				
38	37	111	111	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	389								36	36				
39	38	112	112	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	390							22						
39	38	112	112	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	391							22						
39	38	112	112	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	392							22						
39	38	113	113	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	393							22						
39	38	227/2	227/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	394							22						
39	38	114	114	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	395							22						
39	38	229/2	229/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	396													
39	38	113	113	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	397													
39	38	114	114	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	398		articAccentBelow											
39	38	112	112	0.0		0	0	Spanner	3/4	2	1	0																	
39	38	112	112	0.0		0	0	Spanner	3/4	2	1	0												37	37				
39	38	112	112	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	399								37	37				
39	38	113	113	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	400								37	37				
39	38	114	114	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	401								37	37				
40	39	115	115	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	402							23						
40	39	231/2	231/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	403							23						
40	39	116	116	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	404							23						
40	39	349/3	349/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	405							23						
40	39	350/3	350/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	406							23						
40	39	117	117	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	407							23						
40	39	235/2	235/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	408													
40	39	116	116	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	409													
40	39	117	117	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	410		articAccentBelow											
40	39	115	115	0.0		0	0	Spanner	3/4	2	1	0																	
40	39	115	115	0.0		0	0	Spanner	3/4	2	1	0												38	38				
40	39	115	115	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	411								38	38				
40	39	116	116	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	412								38	38				
40	39	117	117	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	413								38	38				
41	40	118	118	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	414		articAccentAbove											
41	40	119	119	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	415													
41	40	120	120	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	416		articAccentBelow											
41	40	118	118	0.0		0	0	Spanner	3/4	2	1	0																	
41	40	118	118	0.0		0	0	Spanner	3/4	2	1	0												39	39				
41	40	118	118	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	417								39	39				
41	40	119	119	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	418								39	39				
41	40	120	120	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	419								39	39				
42	41	121	121	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	420							24						
42	41	243/2	243/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	421							24						
42	41	122	122	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	422							24						
42	41	245/2	245/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	423							24						
42	41	123	123	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	424							24						
42	41	247/2	247/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	425							24						
42	41	121	121	0.0		0	0	Dynamic	3/4	1	2	0					pp												
42	41	121	121	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	426													
42	41	122	122	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	427													
42	41	123	123	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	428													
42	41	121	121	0.0		0	0	Spanner	3/4	2	1	0																	
42	41	121	121	0.0		0	0	Spanner	3/4	2	1	0												40	40				
42	41	121	121	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	429								40	40				
42	41	122	122	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	430								40	40				
42	41	123	123	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	431								40	40				
43	42	124	124	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	432							24						
43	42	124	124	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	433							24						
43	42	124	124	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	434							24						
43	42	125	125	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	435							24						
43	42	251/2	251/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	436							24						
43	42	126	126	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	437							24						
43	42	253/2	253/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	438													
43	42	125	125	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	439													
43	42	126	126	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	440													
43	42	124	124	0.0		0	0	Spanner	3/4	2	1	0																	
43	42	124	124	0.0		0	0	Spanner	3/4	2	1	0												41	41				
43	42	124	124	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	441								41	41				
43	42	125	125	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	442								41	41				
43	42	126	126	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	443								41	41				
44	43	127	127	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	444							25						
44	43	255/2	255/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	445							25						
44	43	128	128	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	446							25						
44	43	385/3	385/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	447							25						
44	43	386/3	386/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	448							25						
44	43	129	129	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	449							25						
44	43	259/2	259/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	450													
44	43	128	128	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	451													
44	43	129	129	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	452													
44	43	127	127	0.0		0	0	Spanner	3/4	2	1	0																	
44	43	127	127	0.0		0	0	Spanner	3/4	2	1	0												42	42				
44	43	127	127	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	453								42	42				
44	43	128	128	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	454								42	42				
44	43	129	129	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	455								42	42				
45	44	130	130	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	456		articAccentAbove					26						
45	44	132	132	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	457													
45	44	131	131	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	458													
45	44	132	132	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	459													
45	44	130	130	0.0		0	0	Spanner	3/4	2	1	0																	
45	44	130	130	0.0		0	0	Spanner	3/4	2	1	0												43	43				
45	44	130	130	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	460								43	43				
45	44	131	131	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	461								43	43				
45	44	132	132	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	462								43	43				
46	45	133	133	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	463							27						
46	45	267/2	267/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	464							27						
46	45	134	134	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	465							27						
46	45	269/2	269/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	466							27						
46	45	135	135	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	467							27						
46	45	271/2	271/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	468							27						
46	45	134	134	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	469													
46	45	135	135	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	470													
46	45	133	133	0.0		0	0	Spanner	3/4	2	1	0																	
46	45	133	133	0.0		0	0	Spanner	3/4	2	1	0												44	44				
46	45	133	133	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	471								44	44				
46	45	134	134	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	472								44	44				
46	45	135	135	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	473								44	44				
47	46	136	136	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	474							27						
47	46	136	136	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	475							27						
47	46	136	136	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	476							27						
47	46	137	137	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	477							27						
47	46	275/2	275/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	478							27						
47	46	138	138	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	479							27						
47	46	277/2	277/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	480													
47	46	137	137	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	481													
47	46	138	138	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	482													
47	46	136	136	0.0		0	0	Spanner	3/4	2	1	0																	
47	46	136	136	0.0		0	0	Spanner	3/4	2	1	0												45	45				
47	46	136	136	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	483								45	45				
47	46	137	137	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	484								45	45				
47	46	138	138	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	485								45	45				
48	47	139	139	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	486							28						
48	47	279/2	279/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	487							28						
48	47	140	140	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	488							28						
48	47	421/3	421/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	489							28						
48	47	422/3	422/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	490							28						
48	47	141	141	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	491							28						
48	47	283/2	283/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	492													
48	47	140	140	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	493													
